"Date/Time (PST)","Battery Voltage  (v) ","Temperature  (deg F) ","Relative Humidity  (%) ","Precipitation  ("") ","Total Snow Depth  ("") ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Minimum  (mph) ","Wind Speed Maximum  (mph) ","Barometric Pressure  (mb) ","Equipment Temperature  (deg F) ","Solar Radiation  (W/m2) ","24 Hour Snow  ("") ","Intermittent/Shot Snow  ("") ","Net Solar  (mJ/m2) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Moisture C  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) ","Soil Temperature C  (deg F) "
"2021-12-29 13:00:00",13.44,18.14,92.8,,,228.9,0.001,0,0.07,,,,,,,,,,,,
"2021-12-29 12:00:00",13.51,24.02,95,,,198.7,0.005,0,0.07,,,,,,,,,,,,
"2021-12-29 11:00:00",13.54,20.1,94.9,,,220,0.003,0,0.07,,,,,,,,,,,,
"2021-12-29 10:00:00",13.57,14.78,93.2,,,140.1,0.005,0,0.07,,,,,,,,,,,,
"2021-12-29 09:00:00",13.58,12.22,91.3,,,115.6,0.001,0,0.07,,,,,,,,,,,,
"2021-12-29 08:00:00",13.58,11.24,90.1,,,159.5,0.001,0,0.07,,,,,,,,,,,,
"2021-12-29 07:00:00",13.58,12.46,91.1,,,244.2,0,0,0,,,,,,,,,,,,
"2021-12-29 06:00:00",13.57,13.62,91.4,,,230.3,0,0,0,,,,,,,,,,,,
"2021-12-29 05:00:00",13.57,12.77,90.8,,,259.7,0,0,0,,,,,,,,,,,,
"2021-12-29 04:00:00",13.58,15.03,92.5,,,254.9,0,0,0,,,,,,,,,,,,
"2021-12-29 03:00:00",13.56,14.97,92.5,,,256.5,0,0,0,,,,,,,,,,,,
"2021-12-29 02:00:00",13.56,15.64,92.6,,,254,0,0,0,,,,,,,,,,,,
"2021-12-29 01:00:00",13.56,15.33,92.6,,,255.5,0,0,0,,,,,,,,,,,,
"2021-12-29 00:00:00",13.55,16.01,93,,,255.4,0,0,0,,,,,,,,,,,,
"2021-12-28 23:00:00",13.55,15.4,92.6,,,254.3,0,0,0,,,,,,,,,,,,
"2021-12-28 22:00:00",13.54,14.85,92.3,,,258.8,0,0,0,,,,,,,,,,,,
"2021-12-28 21:00:00",13.54,13.93,91.7,,,256.4,0,0,0,,,,,,,,,,,,
"2021-12-28 20:00:00",13.53,13.93,91.5,,,256.7,0,0,0,,,,,,,,,,,,
"2021-12-28 19:00:00",13.51,13.99,91.9,,,256.8,0,0,0,,,,,,,,,,,,
"2021-12-28 18:00:00",13.5,13.32,91.7,,,260.1,0,0,0,,,,,,,,,,,,
"2021-12-28 17:00:00",13.48,13.19,91.3,,,248.5,0,0,0,,,,,,,,,,,,
"2021-12-28 16:00:00",13.46,13.92,91.7,,,250.6,0,0,0,,,,,,,,,,,,
"2021-12-28 15:00:00",13.44,15.14,92.6,,,240.2,0.001,0,0.07,,,,,,,,,,,,
"2021-12-28 14:00:00",13.43,16.24,93,,,256.6,0.001,0,0.07,,,,,,,,,,,,
"2021-12-28 13:00:00",13.45,17.41,94,,,254.5,0.001,0,0.07,,,,,,,,,,,,
"2021-12-28 12:00:00",13.49,16.98,93.6,,,220.7,0.001,0,0.07,,,,,,,,,,,,
"2021-12-28 11:00:00",13.55,18.03,94.1,,,226.7,0.003,0,0.07,,,,,,,,,,,,
"2021-12-28 10:00:00",13.62,13.39,92.1,,,259.5,0.002,0,0.07,,,,,,,,,,,,
"2021-12-28 09:00:00",13.64,12.42,91.3,,,258,0,0,0.07,,,,,,,,,,,,
"2021-12-28 08:00:00",13.65,10.7,90.2,,,259.7,0,0,0,,,,,,,,,,,,
"2021-12-28 07:00:00",13.65,10.09,90,,,260.9,0.001,0,0.07,,,,,,,,,,,,
"2021-12-28 06:00:00",13.66,9.48,89.6,,,255.3,0,0,0,,,,,,,,,,,,
"2021-12-28 05:00:00",13.66,9.17,89.5,,,268.9,0,0,0,,,,,,,,,,,,
"2021-12-28 04:00:00",13.66,8.62,89.2,,,263.8,0,0,0,,,,,,,,,,,,
"2021-12-28 03:00:00",13.66,9.11,89.6,,,266.3,0,0,0,,,,,,,,,,,,
"2021-12-28 02:00:00",13.66,8.62,89.4,,,233.2,0,0,0,,,,,,,,,,,,
"2021-12-28 01:00:00",13.66,7.034,88.5,,,255.4,0,0,0,,,,,,,,,,,,
"2021-12-28 00:00:00",13.65,6.483,88.2,,,254.5,0,0,0,,,,,,,,,,,,
"2021-12-27 23:00:00",13.65,6.239,88.2,,,251.2,0,0,0,,,,,,,,,,,,
"2021-12-27 22:00:00",13.64,5.933,88.1,,,241,0,0,0,,,,,,,,,,,,
"2021-12-27 21:00:00",13.63,5.688,88,,,252.9,0,0,0,,,,,,,,,,,,
"2021-12-27 20:00:00",13.62,5.137,87.7,,,267.9,0,0,0,,,,,,,,,,,,
"2021-12-27 19:00:00",13.61,2.624,86.8,,,185.5,0,0,0,,,,,,,,,,,,
"2021-12-27 18:00:00",13.59,3.477,86.7,,,279.2,0,0,0,,,,,,,,,,,,
"2021-12-27 17:00:00",13.58,3.228,86.6,,,238.7,0,0,0.07,,,,,,,,,,,,
"2021-12-27 16:00:00",13.56,2.799,86.2,,,239.5,0.002,0,0.07,,,,,,,,,,,,
"2021-12-27 15:00:00",13.57,4.145,86.5,,,186.7,0.003,0,0.07,,,,,,,,,,,,
"2021-12-27 14:00:00",13.57,5.431,87.8,,,262.4,0.004,0,0.07,,,,,,,,,,,,
"2021-12-27 13:00:00",13.56,6.468,88.6,,,258.7,0,0,0,,,,,,,,,,,,
"2021-12-27 12:00:00",13.56,7.447,89.2,,,255.6,0.002,0,0.07,,,,,,,,,,,,
"2021-12-27 11:00:00",13.57,9.04,90,,,255.1,0.005,0,0.07,,,,,,,,,,,,
"2021-12-27 10:00:00",13.61,10.21,89.8,,,257.6,0.005,0,0.07,,,,,,,,,,,,
"2021-12-27 09:00:00",13.66,7.401,87.7,,,259,0.001,0,0.07,,,,,,,,,,,,
"2021-12-27 08:00:00",13.69,1.778,85.4,,,258,0,0,0.07,,,,,,,,,,,,
"2021-12-27 07:00:00",13.69,2.022,85.8,,,230.6,0,0,0,,,,,,,,,,,,
"2021-12-27 06:00:00",13.69,2.451,85.8,,,249.8,0,0,0,,,,,,,,,,,,
"2021-12-27 05:00:00",13.69,3.735,86.7,,,252,0,0,0,,,,,,,,,,,,
"2021-12-27 04:00:00",13.69,4.04,86.8,,,256.5,0,0,0,,,,,,,,,,,,
"2021-12-27 03:00:00",13.68,4.896,87.1,,,237.5,0,0,0,,,,,,,,,,,,
"2021-12-27 02:00:00",13.69,4.775,87.3,,,221.7,0,0,0,,,,,,,,,,,,
"2021-12-27 01:00:00",13.68,4.895,87.4,,,209.6,0,0,0,,,,,,,,,,,,
"2021-12-27 00:00:00",13.68,5.081,87.4,,,238.8,0,0,0,,,,,,,,,,,,
"2021-12-26 23:00:00",13.68,5.264,87.5,,,223,0,0,0,,,,,,,,,,,,
"2021-12-26 22:00:00",13.68,4.835,87.4,,,227.3,0,0,0,,,,,,,,,,,,
"2021-12-26 21:00:00",13.67,4.284,87.1,,,239,0,0,0,,,,,,,,,,,,
"2021-12-26 20:00:00",13.67,4.343,87.2,,,237.7,0,0,0.07,,,,,,,,,,,,
"2021-12-26 19:00:00",13.66,4.771,87.4,,,226.5,0,0,0,,,,,,,,,,,,
"2021-12-26 18:00:00",13.66,4.709,87.3,,,212.8,0,0,0.07,,,,,,,,,,,,
"2021-12-26 17:00:00",13.66,4.709,87.4,,,210.4,0,0,0,,,,,,,,,,,,
"2021-12-26 16:00:00",13.65,4.954,87.5,,,228.9,0,0,0.07,,,,,,,,,,,,
"2021-12-26 15:00:00",13.64,6.483,88.2,,,225.1,0,0,0.07,,,,,,,,,,,,
"2021-12-26 14:00:00",13.64,7.217,88.7,,,217.6,0,0,0,,,,,,,,,,,,
"2021-12-26 13:00:00",13.64,6.667,88.5,,,227.5,0,0,0.07,,,,,,,,,,,,
"2021-12-26 12:00:00",13.65,6.116,88.2,,,238.8,0.001,0,0.07,,,,,,,,,,,,
"2021-12-26 11:00:00",13.66,6.178,88.2,,,227.4,0.002,0,0.07,,,,,,,,,,,,
"2021-12-26 10:00:00",13.67,5.139,87.7,,,223.9,0.003,0,0.07,,,,,,,,,,,,
"2021-12-26 09:00:00",13.67,3.671,87.1,,,232.1,0,0,0.07,,,,,,,,,,,,
"2021-12-26 08:00:00",13.67,3.304,86.6,,,234,0,0,0,,,,,,,,,,,,
"2021-12-26 07:00:00",13.66,3.731,86.8,,,223.2,0,0,0,,,,,,,,,,,,
"2021-12-26 06:00:00",13.66,3.914,87,,,225.1,0,0,0,,,,,,,,,,,,
"2021-12-26 05:00:00",13.66,3.976,87.1,,,233.3,0,0,0,,,,,,,,,,,,
"2021-12-26 04:00:00",13.65,4.465,87.3,,,236.7,0,0,0,,,,,,,,,,,,
"2021-12-26 03:00:00",13.64,5.443,87.7,,,215.9,0,0,0,,,,,,,,,,,,
"2021-12-26 02:00:00",13.64,5.26,87.7,,,233.8,0,0,0,,,,,,,,,,,,
"2021-12-26 01:00:00",13.62,5.627,87.8,,,212.8,0,0,0,,,,,,,,,,,,
"2021-12-26 00:00:00",13.62,5.32,87.7,,,237.6,0,0,0,,,,,,,,,,,,
"2021-12-25 23:00:00",13.61,6.113,88,,,242.8,0,0,0,,,,,,,,,,,,
"2021-12-25 22:00:00",13.6,7.945,88.9,,,239.3,0,0,0,,,,,,,,,,,,
"2021-12-25 21:00:00",13.6,8.98,89.4,,,238,0,0,0,,,,,,,,,,,,
"2021-12-25 20:00:00",13.59,10.02,90,,,237.1,0,0,0,,,,,,,,,,,,
"2021-12-25 19:00:00",13.58,10.94,90.6,,,234.9,0,0,0,,,,,,,,,,,,
"2021-12-25 18:00:00",13.58,11.42,90.7,,,228.3,0,0,0,,,,,,,,,,,,
"2021-12-25 17:00:00",13.57,12.22,91,,,205.3,0,0,0,,,,,,,,,,,,
"2021-12-25 16:00:00",13.57,13.07,91.6,,,207.1,0,0,0,,,,,,,,,,,,
"2021-12-25 15:00:00",13.56,14.42,92.5,,,197.3,0,0,0.07,,,,,,,,,,,,
"2021-12-25 14:00:00",13.57,14.97,92.6,,,200,0,0,0.07,,,,,,,,,,,,
"2021-12-25 13:00:00",13.58,15.15,92.7,,,198.2,0,0,0,,,,,,,,,,,,
"2021-12-25 12:00:00",13.59,15.28,92.8,,,207.6,0.001,0,0.07,,,,,,,,,,,,
"2021-12-25 11:00:00",13.61,14.8,92.7,,,201.1,0.002,0,0.07,,,,,,,,,,,,
"2021-12-25 10:00:00",13.62,13.58,92.1,,,178.6,0.002,0,0.07,,,,,,,,,,,,
"2021-12-25 09:00:00",13.62,11.62,91,,,211.7,0,0,0.07,,,,,,,,,,,,
"2021-12-25 08:00:00",13.62,11.01,90.5,,,222.3,0,0,0,,,,,,,,,,,,
"2021-12-25 07:00:00",13.61,10.83,90.4,,,206.1,0.001,0,0.07,,,,,,,,,,,,
"2021-12-25 06:00:00",13.62,10.58,90.4,,,234,0,0,0,,,,,,,,,,,,
"2021-12-25 05:00:00",13.61,11.19,90.6,,,224.7,0,0,0,,,,,,,,,,,,
"2021-12-25 04:00:00",13.61,11.74,90.9,,,217.1,0,0,0,,,,,,,,,,,,
"2021-12-25 03:00:00",13.6,11.68,90.9,,,198.7,0,0,0,,,,,,,,,,,,
"2021-12-25 02:00:00",13.6,11.86,90.9,,,206.5,0,0,0,,,,,,,,,,,,
"2021-12-25 01:00:00",13.6,11.86,91,,,211.2,0,0,0,,,,,,,,,,,,
"2021-12-25 00:00:00",13.59,12.04,91.1,,,198.5,0,0,0,,,,,,,,,,,,
"2021-12-24 23:00:00",13.59,12.41,91.3,,,203.6,0,0,0,,,,,,,,,,,,
"2021-12-24 22:00:00",13.59,12.28,91.2,,,236.7,0,0,0,,,,,,,,,,,,
"2021-12-24 21:00:00",13.58,12.95,91.4,,,242.8,0,0,0,,,,,,,,,,,,
"2021-12-24 20:00:00",13.57,13.14,91.7,,,231.2,0,0,0,,,,,,,,,,,,
"2021-12-24 19:00:00",13.56,13.01,91.6,,,210.6,0,0,0,,,,,,,,,,,,
"2021-12-24 18:00:00",13.57,13.01,91.6,,,207.4,0,0,0,,,,,,,,,,,,
"2021-12-24 17:00:00",13.55,12.95,91.6,,,212.3,0,0,0,,,,,,,,,,,,
"2021-12-24 16:00:00",13.55,13.5,91.8,,,181.4,0,0,0.07,,,,,,,,,,,,
"2021-12-24 15:00:00",13.55,14.73,92.5,,,203.4,0,0,0,,,,,,,,,,,,
"2021-12-24 14:00:00",13.55,17.17,93.6,,,205.7,0,0,0,,,,,,,,,,,,
"2021-12-24 13:00:00",13.56,16.86,93.7,,,193.6,0,0,0,,,,,,,,,,,,
"2021-12-24 12:00:00",13.57,17.48,94.2,,,180.9,0,0,0.07,,,,,,,,,,,,
"2021-12-24 11:00:00",13.59,16.5,93.7,,,198.5,0.003,0,0.07,,,,,,,,,,,,
"2021-12-24 10:00:00",13.59,16.08,93.4,,,181.7,0.001,0,0.07,,,,,,,,,,,,
"2021-12-24 09:00:00",13.6,15.71,93.1,,,178.7,0,0,0.07,,,,,,,,,,,,
"2021-12-24 08:00:00",13.6,15.71,93.1,,,183.5,0.001,0,0.07,,,,,,,,,,,,
"2021-12-24 07:00:00",13.6,15.84,93.2,,,180.4,0,0,0,,,,,,,,,,,,
"2021-12-24 06:00:00",13.61,15.47,93,,,181.7,0,0,0,,,,,,,,,,,,
"2021-12-24 05:00:00",13.61,14.98,92.8,,,174.9,0,0,0,,,,,,,,,,,,
"2021-12-24 04:00:00",13.6,14.67,92.5,,,177.2,0,0,0,,,,,,,,,,,,
"2021-12-24 03:00:00",13.59,14.92,92.5,,,173.1,0,0,0,,,,,,,,,,,,
"2021-12-24 02:00:00",13.6,14.18,92.3,,,193.8,0,0,0,,,,,,,,,,,,
"2021-12-24 01:00:00",13.59,14.37,92.4,,,198.7,0,0,0,,,,,,,,,,,,
"2021-12-24 00:00:00",13.59,13.88,92.1,,,213.3,0,0,0,,,,,,,,,,,,
"2021-12-23 23:00:00",13.59,14.06,92.3,,,220.7,0,0,0,,,,,,,,,,,,
"2021-12-23 22:00:00",13.59,14.06,92.3,,,228.9,0,0,0,,,,,,,,,,,,
"2021-12-23 21:00:00",13.59,13.81,92.2,,,232.6,0,0,0,,,,,,,,,,,,
"2021-12-23 20:00:00",13.58,13.94,92.3,,,230.6,0,0,0,,,,,,,,,,,,
"2021-12-23 19:00:00",13.58,14.36,92.5,,,235.8,0,0,0,,,,,,,,,,,,
"2021-12-23 18:00:00",13.56,13.81,92.3,,,241.6,0,0,0,,,,,,,,,,,,
"2021-12-23 17:00:00",13.54,14.42,92.5,,,235.9,0,0,0,,,,,,,,,,,,
"2021-12-23 16:00:00",13.53,15.21,92.8,,,238,0,0,0.07,,,,,,,,,,,,
"2021-12-23 15:00:00",13.53,15.76,93.3,,,235.9,0.002,0,0.07,,,,,,,,,,,,
"2021-12-23 14:00:00",13.52,16.07,93.5,,,240.4,0.001,0,0.07,,,,,,,,,,,,
"2021-12-23 13:00:00",13.52,16.5,93.7,,,240.3,0.002,0,0.07,,,,,,,,,,,,
"2021-12-23 12:00:00",13.53,16.31,93.4,,,234.7,0.001,0,0.07,,,,,,,,,,,,
"2021-12-23 11:00:00",13.53,16.74,93.7,,,229.4,0.003,0,0.07,,,,,,,,,,,,
"2021-12-23 10:00:00",13.53,15.76,93.1,,,227.5,0.003,0,0.07,,,,,,,,,,,,
"2021-12-23 09:00:00",13.53,16.13,93.1,,,236.5,0,0,0,,,,,,,,,,,,
"2021-12-23 08:00:00",13.53,16.98,93.6,,,234.6,0,0,0.07,,,,,,,,,,,,
"2021-12-23 07:00:00",13.51,18.57,94.5,,,240.6,0,0,0,,,,,,,,,,,,
"2021-12-23 06:00:00",13.51,21.26,95.9,,,231.7,0,0,0,,,,,,,,,,,,
"2021-12-23 05:00:00",13.51,21.94,96.5,,,215.2,0,0,0,,,,,,,,,,,,
"2021-12-23 04:00:00",13.51,22.55,96.8,,,204.1,0,0,0,,,,,,,,,,,,
"2021-12-23 03:00:00",13.5,22.98,97,,,196.4,0,0,0,,,,,,,,,,,,
"2021-12-23 02:00:00",13.5,22.79,96.9,,,189.5,0,0,0,,,,,,,,,,,,
"2021-12-23 01:00:00",13.5,22.79,96.9,,,195.7,0,0,0,,,,,,,,,,,,
"2021-12-23 00:00:00",13.5,22.85,97,,,176.8,0,0,0,,,,,,,,,,,,
"2021-12-22 23:00:00",13.5,22.98,97.1,,,179.3,0,0,0,,,,,,,,,,,,
"2021-12-22 22:00:00",13.49,23.46,97.2,,,192.5,0,0,0,,,,,,,,,,,,
"2021-12-22 21:00:00",13.49,23.22,97.2,,,179.5,0,0,0,,,,,,,,,,,,
"2021-12-22 20:00:00",13.49,22.73,96.9,,,193.2,0,0,0,,,,,,,,,,,,
"2021-12-22 19:00:00",13.48,23.4,97.3,,,179.6,0,0,0,,,,,,,,,,,,
"2021-12-22 18:00:00",13.48,23.53,97.5,,,193,0,0,0,,,,,,,,,,,,
"2021-12-22 17:00:00",13.47,23.65,97.5,,,186.9,0,0,0,,,,,,,,,,,,
"2021-12-22 16:00:00",13.47,24.63,98.1,,,170.9,0,0,0.07,,,,,,,,,,,,
"2021-12-22 15:00:00",13.46,25.6,98.7,,,177.3,0,0,0.07,,,,,,,,,,,,
"2021-12-22 14:00:00",13.46,25.42,98.8,,,162.1,0,0,0.07,,,,,,,,,,,,
"2021-12-22 13:00:00",13.47,25.12,98.7,,,173.1,0,0,0.07,,,,,,,,,,,,
"2021-12-22 12:00:00",13.48,26.52,99.7,,,167.1,0.001,0,0.07,,,,,,,,,,,,
"2021-12-22 11:00:00",13.48,27.26,100,,,176.2,0.001,0,0.07,,,,,,,,,,,,
"2021-12-22 10:00:00",13.49,26.77,100,,,163.8,0.001,0,0.07,,,,,,,,,,,,
"2021-12-22 09:00:00",13.5,24.01,97.9,,,195.8,0,0,0.07,,,,,,,,,,,,
"2021-12-22 08:00:00",13.5,23.65,97.6,,,172.8,0.002,0,0.07,,,,,,,,,,,,
"2021-12-22 07:00:00",13.49,23.89,97.7,,,202.2,0,0,0,,,,,,,,,,,,
"2021-12-22 06:00:00",13.5,23.95,97.7,,,200.1,0,0,0,,,,,,,,,,,,
"2021-12-22 05:00:00",13.5,23.95,97.7,,,218.8,0,0,0,,,,,,,,,,,,
"2021-12-22 04:00:00",13.49,24.26,97.9,,,208.4,0,0,0,,,,,,,,,,,,
"2021-12-22 03:00:00",13.49,23.89,97.7,,,197.8,0,0,0,,,,,,,,,,,,
"2021-12-22 02:00:00",13.49,23.89,97.6,,,192.9,0,0,0,,,,,,,,,,,,
"2021-12-22 01:00:00",13.48,23.89,97.8,,,200.2,0,0,0,,,,,,,,,,,,
"2021-12-22 00:00:00",13.48,25.12,98.5,,,175,0,0,0,,,,,,,,,,,,
"2021-12-21 23:00:00",13.47,25.91,99,,,185.2,0,0,0,,,,,,,,,,,,
"2021-12-21 22:00:00",13.46,26.52,99.5,,,212,0,0,0,,,,,,,,,,,,
"2021-12-21 21:00:00",13.45,25.42,98.8,,,235.1,0,0,0,,,,,,,,,,,,
"2021-12-21 20:00:00",13.44,22.9,97.8,,,247.6,0,0,0,,,,,,,,,,,,
"2021-12-21 19:00:00",13.43,22.23,96.4,,,245.3,0,0,0,,,,,,,,,,,,
"2021-12-21 18:00:00",13.42,30.48,100,,,230,0,0,0,,,,,,,,,,,,
"2021-12-21 17:00:00",13.43,31.65,100,,,232.6,0.001,0,0.07,,,,,,,,,,,,
"2021-12-21 16:00:00",13.44,31.95,100,,,257.3,0,0,0.07,,,,,,,,,,,,
"2021-12-21 15:00:00",13.41,31.95,100,,,254.6,0.004,0,0.07,,,,,,,,,,,,
"2021-12-21 14:00:00",13.41,31.89,100,,,247.1,0.004,0,0.07,,,,,,,,,,,,
"2021-12-21 13:00:00",13.41,31.28,100,,,245.3,0.004,0,0.07,,,,,,,,,,,,
"2021-12-21 12:00:00",13.39,28.96,98.8,,,229.8,0.002,0,0.07,,,,,,,,,,,,
"2021-12-21 11:00:00",13.45,30.06,100,,,216.7,0.002,0,0.07,,,,,,,,,,,,
"2021-12-21 10:00:00",13.44,29.51,100,,,243.8,0,0,0.07,,,,,,,,,,,,
"2021-12-21 09:00:00",13.46,26.09,98.8,,,246.3,0,0,0,,,,,,,,,,,,
"2021-12-21 08:00:00",13.46,22.54,96.7,,,244,0,0,0,,,,,,,,,,,,
"2021-12-21 07:00:00",13.45,22.73,96.6,,,246.9,0,0,0,,,,,,,,,,,,
"2021-12-21 06:00:00",13.45,26.83,99.1,,,248.6,0,0,0,,,,,,,,,,,,
