"Date/Time (PST)","Battery Voltage  (v) ","Temperature  (deg F) ","Relative Humidity  (%) ","Precipitation  ("") ","Total Snow Depth  ("") ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Minimum  (mph) ","Wind Speed Maximum  (mph) ","Barometric Pressure  (mb) ","Equipment Temperature  (deg F) ","Solar Radiation  (W/m2) ","24 Hour Snow  ("") ","Intermittent/Shot Snow  ("") ","Net Solar  (mJ/m2) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Moisture C  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) ","Soil Temperature C  (deg F) "
"2022-06-01 01:00:00",13.4,40.3,76.12,,,223,0.005,0,0.07,,,,,,,,,,,,
"2022-06-01 00:00:00",13.4,40.17,74.77,,,262.3,0.005,0,0.07,,,,,,,,,,,,
"2022-05-31 23:00:00",13.39,40.72,68.14,,,279.4,0.003,0,0.07,,,,,,,,,,,,
"2022-05-31 22:00:00",13.38,39.44,67.77,,,208.2,0.284,0,4.612,,,,,,,,,,,,
"2022-05-31 21:00:00",13.37,40.42,67.63,,,264,0.662,0,8.59,,,,,,,,,,,,
"2022-05-31 20:00:00",13.37,37.85,85.9,,,329.6,1.082,0,7.896,,,,,,,,,,,,
"2022-05-31 19:00:00",13.36,38.76,79.31,,,329.5,0.155,0,5.31,,,,,,,,,,,,
"2022-05-31 18:00:00",13.36,38.88,83.9,,,258.2,5.405,0,18.52,,,,,,,,,,,,
"2022-05-31 17:00:00",13.36,38.63,81.7,,,270.2,15.15,3.074,25.36,,,,,,,,,,,,
"2022-05-31 16:00:00",13.37,38.09,80.9,,,215.1,16.34,8.87,27.81,,,,,,,,,,,,
"2022-05-31 15:00:00",13.36,38.15,78.02,,,214.5,15.87,4.053,26.41,,,,,,,,,,,,
"2022-05-31 14:00:00",13.37,38.28,79.55,,,198.9,13.6,0,25.02,,,,,,,,,,,,
"2022-05-31 13:00:00",13.39,38.34,77.59,,,203.6,15.11,0,31.24,,,,,,,,,,,,
"2022-05-31 12:00:00",13.43,39.02,74.23,,,225.1,18.56,5.241,34.11,,,,,,,,,,,,
"2022-05-31 11:00:00",13.46,37.31,82.3,,,258.7,22.72,8.39,38.23,,,,,,,,,,,,
"2022-05-31 10:00:00",13.5,35.48,95.9,,,242.5,25.94,13.56,39.07,,,,,,,,,,,,
"2022-05-31 09:00:00",13.53,33.16,100,,,238.2,29.41,18.8,44.73,,,,,,,,,,,,
"2022-05-31 08:00:00",13.54,32.97,100,,,206.8,31.33,20.06,43.89,,,,,,,,,,,,
"2022-05-31 07:00:00",13.54,33.52,100,,,207.5,33.43,21.6,52.56,,,,,,,,,,,,
"2022-05-31 06:00:00",13.54,32.97,100,,,199.9,33.72,18.66,49.83,,,,,,,,,,,,
"2022-05-31 05:00:00",13.54,32.85,100,,,195.1,32.2,19.57,47.73,,,,,,,,,,,,
"2022-05-31 04:00:00",13.53,32.73,100,,,215.2,34.55,20.62,47.52,,,,,,,,,,,,
"2022-05-31 03:00:00",13.53,32.12,100,,,208.5,35.94,21.88,49.76,,,,,,,,,,,,
"2022-05-31 02:00:00",13.52,31.69,100,,,244.2,31.72,16.56,44.52,,,,,,,,,,,,
"2022-05-31 01:00:00",13.5,30.95,100,,,233.6,26.04,13.07,40.74,,,,,,,,,,,,
"2022-05-31 00:00:00",13.49,31.14,100,,,248.9,22.67,11.88,35.22,,,,,,,,,,,,
"2022-05-30 23:00:00",13.48,33.16,93.8,,,249.6,26.39,7.059,37.95,,,,,,,,,,,,
"2022-05-30 22:00:00",13.46,32.05,100,,,246.7,21.76,5.87,34.04,,,,,,,,,,,,
"2022-05-30 21:00:00",13.43,31.68,100,,,229.7,20.14,6.708,31.23,,,,,,,,,,,,
"2022-05-30 20:00:00",13.41,31.31,100,,,263.6,17.51,2.166,30.82,,,,,,,,,,,,
"2022-05-30 19:00:00",13.4,29.11,100,,,159.3,0.595,0,5.59,,,,,,,,,,,,
"2022-05-30 18:00:00",13.38,29.47,97.5,,,68.79,0.74,0,6.149,,,,,,,,,,,,
"2022-05-30 17:00:00",13.37,29.59,97.8,,,58.96,0.819,0,16.49,,,,,,,,,,,,
"2022-05-30 16:00:00",13.35,30.87,91.5,,,65.09,2.609,0,17.26,,,,,,,,,,,,
"2022-05-30 15:00:00",13.35,30.32,93.6,,,91.9,0.453,0,6.777,,,,,,,,,,,,
"2022-05-30 14:00:00",13.35,31.05,88.9,,,90,1.078,0,10.06,,,,,,,,,,,,
"2022-05-30 13:00:00",13.36,35.58,69.26,,,83.2,1.299,0,9.99,,,,,,,,,,,,
"2022-05-30 12:00:00",13.38,32.53,81.1,,,74.36,1.843,0,14.53,,,,,,,,,,,,
"2022-05-30 11:00:00",13.42,29.72,60.23,,,102.8,1.153,0,11.39,,,,,,,,,,,,
"2022-05-30 10:00:00",13.48,36.34,56.17,,,138.6,0.048,0,1.608,,,,,,,,,,,,
"2022-05-30 09:00:00",13.54,29.74,78.05,,,319.5,0.015,0,0.699,,,,,,,,,,,,
"2022-05-30 08:00:00",13.6,33,50.82,,,303,0.132,0,6.012,,,,,,,,,,,,
"2022-05-30 07:00:00",13.62,29.33,52.89,,,285.2,0.263,0,6.152,,,,,,,,,,,,
"2022-05-30 06:00:00",13.63,25.6,61.82,,,282.9,3.344,0,20.27,,,,,,,,,,,,
"2022-05-30 05:00:00",13.62,25.17,68.65,,,281.2,1.306,0,13.7,,,,,,,,,,,,
"2022-05-30 04:00:00",13.62,25.84,54.96,,,272.9,7.794,0,22.09,,,,,,,,,,,,
"2022-05-30 03:00:00",13.62,24.5,74.8,,,274.1,12.03,0,30.69,,,,,,,,,,,,
"2022-05-30 02:00:00",13.61,25.29,74.94,,,280.2,9.17,0,35.45,,,,,,,,,,,,
"2022-05-30 01:00:00",13.61,24.19,83.7,,,274.1,13.51,0,35.51,,,,,,,,,,,,
"2022-05-30 00:00:00",13.6,24.86,80.8,,,270.3,11.76,0,31.11,,,,,,,,,,,,
"2022-05-29 23:00:00",13.59,23.32,94.1,,,259.9,12.47,0,30.48,,,,,,,,,,,,
"2022-05-29 22:00:00",13.57,23.51,95.3,,,254.8,14.21,0,29.28,,,,,,,,,,,,
"2022-05-29 21:00:00",13.56,23.56,96,,,252.9,19.24,0,36.97,,,,,,,,,,,,
"2022-05-29 20:00:00",13.54,23.07,96.6,,,249.2,22.55,2.376,35.92,,,,,,,,,,,,
"2022-05-29 19:00:00",13.51,23.98,97.8,,,246.9,24.22,8.81,37.81,,,,,,,,,,,,
"2022-05-29 18:00:00",13.49,25.15,97.7,,,245.8,26.02,6.849,39.91,,,,,,,,,,,,
"2022-05-29 17:00:00",13.46,26.25,98.4,,,243.2,26.48,12.02,36.27,,,,,,,,,,,,
"2022-05-29 16:00:00",13.43,26.36,98.6,,,243,26.75,15.79,36.27,,,,,,,,,,,,
"2022-05-29 15:00:00",13.42,27.4,98.7,,,244.1,28.72,17.33,41.79,,,,,,,,,,,,
"2022-05-29 14:00:00",13.42,28.37,98.5,,,244.8,27.52,5.87,39.27,,,,,,,,,,,,
"2022-05-29 13:00:00",13.44,29.36,97.2,,,245.5,27.77,11.53,38.93,,,,,,,,,,,,
"2022-05-29 12:00:00",13.46,29.18,95.5,,,246.3,33.88,12.09,50.53,,,,,,,,,,,,
"2022-05-29 11:00:00",13.49,27.9,96.3,,,247.3,35.6,9.23,50.25,,,,,,,,,,,,
"2022-05-29 10:00:00",13.51,27.41,97.4,,,244.3,40.89,4.683,51.93,,,,,,,,,,,,
"2022-05-29 09:00:00",13.54,26.92,97.8,,,242.3,40.8,4.962,61.79,,,,,,,,,,,,
"2022-05-29 08:00:00",13.57,25.22,97.8,,,239.3,33.13,5.033,63.33,,,,,,,,,,,,
"2022-05-29 07:00:00",13.58,24.82,98.2,,,238.6,48.09,34.18,63.4,,,,,,,,,,,,
"2022-05-29 06:00:00",13.58,25,98.5,,,241.4,44.15,32.29,55.5,,,,,,,,,,,,
"2022-05-29 05:00:00",13.56,25.67,98.8,,,241.4,44.74,29.91,61.43,,,,,,,,,,,,
"2022-05-29 04:00:00",13.55,27.44,99.8,,,243.6,35.32,24.25,45.22,,,,,,,,,,,,
"2022-05-29 03:00:00",13.54,28.36,99.2,,,250.6,17.97,0,36.69,,,,,,,,,,,,
"2022-05-29 02:00:00",13.54,29.95,91.5,,,243.7,5.046,0,26.56,,,,,,,,,,,,
"2022-05-29 01:00:00",13.53,30.74,86.8,,,269.3,0.558,0,8.88,,,,,,,,,,,,
"2022-05-29 00:00:00",13.53,30.01,94.7,,,290.5,0.148,0,2.586,,,,,,,,,,,,
"2022-05-28 23:00:00",13.52,29.89,100,,,289.2,0.619,0,6.22,,,,,,,,,,,,
"2022-05-28 22:00:00",13.51,28.29,100,,,226.5,10.17,0,20.55,,,,,,,,,,,,
"2022-05-28 21:00:00",13.5,27.93,99.5,,,208,17.92,10.69,25.3,,,,,,,,,,,,
"2022-05-28 20:00:00",13.48,30.92,100,,,199.1,13.4,6.08,20.69,,,,,,,,,,,,
"2022-05-28 19:00:00",13.46,32.64,99.3,,,221.5,16.9,3.215,26.35,,,,,,,,,,,,
"2022-05-28 18:00:00",13.46,35.08,92.4,,,191.6,20.66,11.46,39.14,,,,,,,,,,,,
"2022-05-28 17:00:00",13.46,34.84,94.6,,,195.5,19.34,13.98,26.98,,,,,,,,,,,,
"2022-05-28 16:00:00",13.46,33.74,97.6,,,191.6,12.09,0,26.56,,,,,,,,,,,,
"2022-05-28 15:00:00",13.46,38.08,79.01,,,184.5,3.188,0,12.93,,,,,,,,,,,,
"2022-05-28 14:00:00",13.48,36.73,84.3,,,164.2,8.07,0,20.34,,,,,,,,,,,,
"2022-05-28 13:00:00",13.48,36.92,88.2,,,184.9,10.87,0,18.1,,,,,,,,,,,,
"2022-05-28 12:00:00",13.5,38.69,82.1,,,201.4,11.07,1.677,17.05,,,,,,,,,,,,
"2022-05-28 11:00:00",13.52,34.29,89.4,,,205.6,13.1,8.6,18.38,,,,,,,,,,,,
"2022-05-28 10:00:00",13.54,33.8,93.9,,,204,14.2,7.618,20.41,,,,,,,,,,,,
"2022-05-28 09:00:00",13.56,31.06,98.2,,,213,16.26,11.11,20.62,,,,,,,,,,,,
"2022-05-28 08:00:00",13.57,30.02,97.8,,,217.8,16.37,9.09,21.25,,,,,,,,,,,,
"2022-05-28 07:00:00",13.57,30.82,88.9,,,224,19.44,15.38,22.72,,,,,,,,,,,,
"2022-05-28 06:00:00",13.58,29.41,90.6,,,226.5,18.05,12.09,21.88,,,,,,,,,,,,
"2022-05-28 05:00:00",13.57,28.98,91.1,,,232.7,19,12.3,24.39,,,,,,,,,,,,
"2022-05-28 04:00:00",13.57,28.79,83.4,,,232.7,17.79,11.46,23.77,,,,,,,,,,,,
"2022-05-28 03:00:00",13.57,28.12,91.9,,,235.5,15.89,7.479,21.39,,,,,,,,,,,,
"2022-05-28 02:00:00",13.55,27.63,93.2,,,233.7,16.5,0,25.58,,,,,,,,,,,,
"2022-05-28 01:00:00",13.55,29.09,91.9,,,238.5,15.96,0,26.07,,,,,,,,,,,,
"2022-05-28 00:00:00",13.54,29.28,94.9,,,241.3,13.86,0.07,21.25,,,,,,,,,,,,
"2022-05-27 23:00:00",13.54,28.17,100,,,241.4,19.67,6.5,26.91,,,,,,,,,,,,
"2022-05-27 22:00:00",13.53,27.08,100,,,245.9,21.74,12.72,28.65,,,,,,,,,,,,
"2022-05-27 21:00:00",13.51,27.56,99,,,246.3,19.47,0,32.22,,,,,,,,,,,,
"2022-05-27 20:00:00",13.5,28.66,100,,,241.7,18.61,9.02,28.51,,,,,,,,,,,,
"2022-05-27 19:00:00",13.48,28.6,99.8,,,230.2,28.88,12.44,41.3,,,,,,,,,,,,
"2022-05-27 18:00:00",13.46,29.95,92.1,,,227.7,34.43,21.87,45.15,,,,,,,,,,,,
"2022-05-27 17:00:00",13.46,30.86,93.8,,,223.6,37.96,26,47.94,,,,,,,,,,,,
"2022-05-27 16:00:00",13.46,32.33,88.2,,,228.9,40.08,26.56,51.37,,,,,,,,,,,,
"2022-05-27 15:00:00",13.46,31.72,88.4,,,226.6,35.17,23.62,47.31,,,,,,,,,,,,
"2022-05-27 14:00:00",13.46,31.05,94,,,221.7,33.99,24.95,41.58,,,,,,,,,,,,
"2022-05-27 13:00:00",13.46,31.54,98.7,,,219.4,32.37,22.71,43.47,,,,,,,,,,,,
"2022-05-27 12:00:00",13.48,33,96.3,,,217.6,32.7,23.48,41.37,,,,,,,,,,,,
"2022-05-27 11:00:00",13.49,33.37,98.3,,,217.8,32.39,22.78,41.58,,,,,,,,,,,,
"2022-05-27 10:00:00",13.5,34.29,94.2,,,220.1,30.04,21.04,41.37,,,,,,,,,,,,
"2022-05-27 09:00:00",13.51,34.35,100,,,221.9,30.19,21.67,42.21,,,,,,,,,,,,
"2022-05-27 08:00:00",13.51,32.64,100,,,222.2,28.24,20.69,35.43,,,,,,,,,,,,
"2022-05-27 07:00:00",13.51,32.88,100,,,211.4,24.67,15.93,32.22,,,,,,,,,,,,
"2022-05-27 06:00:00",13.5,33.74,100,,,202.4,31.45,20.55,45.36,,,,,,,,,,,,
"2022-05-27 05:00:00",13.5,34.16,100,,,202.5,33.19,21.18,44.66,,,,,,,,,,,,
"2022-05-27 04:00:00",13.5,34.59,100,,,204.4,32.76,22.5,42.35,,,,,,,,,,,,
"2022-05-27 03:00:00",13.49,35.26,100,,,203.4,29.86,20.76,39.14,,,,,,,,,,,,
"2022-05-27 02:00:00",13.49,35.63,100,,,206.7,32.24,22.57,43.33,,,,,,,,,,,,
"2022-05-27 01:00:00",13.49,35.57,100,,,212.7,34.88,21.6,43.89,,,,,,,,,,,,
"2022-05-27 00:00:00",13.48,35.88,100,,,212.6,34.12,22.22,45.5,,,,,,,,,,,,
"2022-05-26 23:00:00",13.46,35.94,100,,,213.1,30.41,21.67,40.95,,,,,,,,,,,,
"2022-05-26 22:00:00",13.46,36.18,100,,,210.9,33.54,24.18,42.91,,,,,,,,,,,,
"2022-05-26 21:00:00",13.44,36.42,100,,,205.6,33.05,23.83,45.21,,,,,,,,,,,,
"2022-05-26 20:00:00",13.42,37.02,100,,,205,29.79,22.64,38.5,,,,,,,,,,,,
"2022-05-26 19:00:00",13.4,36.72,100,,,213.7,27.08,20.26,33.89,,,,,,,,,,,,
"2022-05-26 18:00:00",13.38,38.06,96.3,,,225.2,27.82,20.82,35.08,,,,,,,,,,,,
"2022-05-26 17:00:00",13.37,39.96,85,,,217.6,19.83,12.3,29.98,,,,,,,,,,,,
"2022-05-26 16:00:00",13.37,45.46,64.73,,,218.6,18.13,10.48,25.85,,,,,,,,,,,,
"2022-05-26 15:00:00",13.37,46.13,66.63,,,212.6,14.15,5.45,21.45,,,,,,,,,,,,
"2022-05-26 14:00:00",13.37,45.4,65.85,,,217.2,19.55,13.07,25.92,,,,,,,,,,,,
"2022-05-26 13:00:00",13.39,43.99,68.23,,,220.1,18.78,13.07,25.37,,,,,,,,,,,,
"2022-05-26 12:00:00",13.4,45.46,61.81,,,219.8,18.16,9.99,26.13,,,,,,,,,,,,
"2022-05-26 11:00:00",13.41,45.58,61.4,,,219.9,16.51,9.36,22.36,,,,,,,,,,,,
"2022-05-26 10:00:00",13.43,48.28,55.8,,,216.5,12.02,6.01,16,,,,,,,,,,,,
"2022-05-26 09:00:00",13.46,48.59,49.52,,,215.2,12.65,6.29,16.49,,,,,,,,,,,,
"2022-05-26 08:00:00",13.48,45.17,58.39,,,221.7,14.57,7.338,19.43,,,,,,,,,,,,
"2022-05-26 07:00:00",13.49,41.99,67.46,,,231.7,16.58,7.338,22.01,,,,,,,,,,,,
"2022-05-26 06:00:00",13.49,41.13,72.11,,,248.1,16.42,0,29.14,,,,,,,,,,,,
"2022-05-26 05:00:00",13.48,42.91,64.71,,,245.2,21.02,8.32,31.03,,,,,,,,,,,,
"2022-05-26 04:00:00",13.48,42.05,60.87,,,245.8,23.66,10.13,34.8,,,,,,,,,,,,
"2022-05-26 03:00:00",13.48,42.66,57.17,,,247.9,22.85,11.95,34.8,,,,,,,,,,,,
"2022-05-26 02:00:00",13.48,42.11,58.32,,,241,23.19,10.69,31.59,,,,,,,,,,,,
"2022-05-26 01:00:00",13.48,41.5,67.97,,,228,23.62,14.47,29.35,,,,,,,,,,,,
"2022-05-26 00:00:00",13.47,39.97,74.35,,,218,22.6,15.38,28.93,,,,,,,,,,,,
"2022-05-25 23:00:00",13.46,40.34,72.72,,,221.5,22.66,14.82,31.94,,,,,,,,,,,,
"2022-05-25 22:00:00",13.45,40.58,74.39,,,221.3,22.08,16.84,28.3,,,,,,,,,,,,
"2022-05-25 21:00:00",13.45,39.72,77.44,,,218.8,21.78,16.56,27.25,,,,,,,,,,,,
"2022-05-25 20:00:00",13.43,40.33,76.35,,,217,23.47,16.98,28.86,,,,,,,,,,,,
"2022-05-25 19:00:00",13.41,40.39,86.5,,,218.9,22.97,16.84,29.56,,,,,,,,,,,,
"2022-05-25 18:00:00",13.4,41.24,85.7,,,218.6,21.5,15.3,27.74,,,,,,,,,,,,
"2022-05-25 17:00:00",13.4,41.67,87.4,,,218.2,20.77,13.98,28.51,,,,,,,,,,,,
"2022-05-25 16:00:00",13.39,41.12,88.3,,,216.6,19.5,12.79,27.74,,,,,,,,,,,,
"2022-05-25 15:00:00",13.38,40.82,90.6,,,215.5,18.14,11.53,24.53,,,,,,,,,,,,
"2022-05-25 14:00:00",13.38,41,88.8,,,221.3,19.25,11.67,27.88,,,,,,,,,,,,
"2022-05-25 13:00:00",13.38,41.24,90,,,225.2,19.32,12.16,28.72,,,,,,,,,,,,
"2022-05-25 12:00:00",13.41,41.92,89.1,,,233.5,21.19,14.67,28.72,,,,,,,,,,,,
"2022-05-25 11:00:00",13.43,40.09,93.8,,,233.2,22.58,15.38,29.98,,,,,,,,,,,,
"2022-05-25 10:00:00",13.45,41.13,92.6,,,226.4,21.72,14.68,27.33,,,,,,,,,,,,
"2022-05-25 09:00:00",13.49,39.36,97.8,,,227.6,19.41,11.04,26.14,,,,,,,,,,,,
"2022-05-25 08:00:00",13.51,37.16,100,,,220.2,21.39,13.21,29.91,,,,,,,,,,,,
"2022-05-25 07:00:00",13.51,37.1,100,,,222.9,24.93,13.56,34.81,,,,,,,,,,,,
"2022-05-25 06:00:00",13.51,36.31,100,,,221.5,26.29,17.4,33.41,,,,,,,,,,,,
"2022-05-25 05:00:00",13.5,36.49,100,,,220.8,26.72,17.47,35.57,,,,,,,,,,,,
"2022-05-25 04:00:00",13.5,35.82,100,,,218.8,27.39,17.96,38.02,,,,,,,,,,,,
"2022-05-25 03:00:00",13.49,36.24,100,,,215.3,27.96,13.7,39.49,,,,,,,,,,,,
"2022-05-25 02:00:00",13.49,37.65,100,,,213.1,25.77,14.89,38.58,,,,,,,,,,,,
"2022-05-25 01:00:00",13.49,38.02,100,,,214.1,26.18,13.98,37.11,,,,,,,,,,,,
"2022-05-25 00:00:00",13.48,37.65,100,,,211.7,24.44,13.98,33.9,,,,,,,,,,,,
"2022-05-24 23:00:00",13.47,37.71,100,,,213.2,22.74,10.27,32.85,,,,,,,,,,,,
"2022-05-24 22:00:00",13.46,37.71,100,,,216.9,21.14,11.32,31.38,,,,,,,,,,,,
"2022-05-24 21:00:00",13.44,37.34,100,,,216.9,21.49,9.92,34.38,,,,,,,,,,,,
"2022-05-24 20:00:00",13.42,37.45,100,,,218.2,21.92,10.34,33.19,,,,,,,,,,,,
"2022-05-24 19:00:00",13.41,38.06,100,,,219.7,19.82,9.43,32.63,,,,,,,,,,,,
"2022-05-24 18:00:00",13.39,38.98,98.7,,,225.8,19.05,9.78,27.39,,,,,,,,,,,,
"2022-05-24 17:00:00",13.37,37.88,95.3,,,218.8,13.52,3.703,21.38,,,,,,,,,,,,
"2022-05-24 16:00:00",13.35,39.95,79.49,,,222.6,11.74,0,22.43,,,,,,,,,,,,
"2022-05-24 15:00:00",13.34,41.35,59.56,,,223.3,16.32,5.589,23.61,,,,,,,,,,,,
"2022-05-24 14:00:00",13.33,44.16,24.65,,,223.2,12.49,0,19,,,,,,,,,,,,
"2022-05-24 13:00:00",13.33,45.26,26.42,,,228.7,6.894,0,16.21,,,,,,,,,,,,
"2022-05-24 12:00:00",13.35,45.52,20.72,,,251.8,4.588,0,14.81,,,,,,,,,,,,
"2022-05-24 11:00:00",13.39,47.29,17.56,,,229.6,2.789,0,13.91,,,,,,,,,,,,
"2022-05-24 10:00:00",13.44,46.03,33.19,,,190.8,0.016,0,0.14,,,,,,,,,,,,
"2022-05-24 09:00:00",13.48,44.38,24.05,,,274.4,0.006,0,0.07,,,,,,,,,,,,
"2022-05-24 08:00:00",13.52,42.12,13.28,,,135,1.283,0,9.57,,,,,,,,,,,,
"2022-05-24 07:00:00",13.54,47.56,11.28,,,204.6,1.476,0,11.11,,,,,,,,,,,,
"2022-05-24 06:00:00",13.54,38.88,12.53,,,296.9,0.237,0,4.473,,,,,,,,,,,,
"2022-05-24 05:00:00",13.54,34.72,19.4,,,234.7,0.002,0,0.07,,,,,,,,,,,,
"2022-05-24 04:00:00",13.53,34.41,21.47,,,237.6,0.007,0,0.699,,,,,,,,,,,,
"2022-05-24 03:00:00",13.52,37.28,14.44,,,293.7,0.229,0,3.355,,,,,,,,,,,,
"2022-05-24 02:00:00",13.51,35.45,22.39,,,278.2,1.829,0,10.2,,,,,,,,,,,,
"2022-05-24 01:00:00",13.5,35.88,20.82,,,301,2.291,0,10.76,,,,,,,,,,,,
"2022-05-24 00:00:00",13.49,36,24.83,,,283.2,3.628,0,12.72,,,,,,,,,,,,
"2022-05-23 23:00:00",13.48,35.69,28.29,,,277.2,7.63,0,25.93,,,,,,,,,,,,
"2022-05-23 22:00:00",13.46,36.49,27,,,273.8,10.57,0,28.93,,,,,,,,,,,,
"2022-05-23 21:00:00",13.44,35.08,23.44,,,262.5,7.638,0,25.37,,,,,,,,,,,,
"2022-05-23 20:00:00",13.42,37.09,19.97,,,267.6,11.71,0,31.16,,,,,,,,,,,,
"2022-05-23 19:00:00",13.4,34.46,66.46,,,254.9,18.28,0,29.7,,,,,,,,,,,,
"2022-05-23 18:00:00",13.37,34.27,77.26,,,252.8,19.35,0,31.23,,,,,,,,,,,,
"2022-05-23 17:00:00",13.35,36.16,73.41,,,252.2,18.72,0,30.53,,,,,,,,,,,,
"2022-05-23 16:00:00",13.33,38.17,75.62,,,245.3,15.75,0,27.11,,,,,,,,,,,,
"2022-05-23 15:00:00",13.33,40.37,55.62,,,238.2,14.74,0,26.69,,,,,,,,,,,,
"2022-05-23 14:00:00",13.32,41.23,71.24,,,237.9,12.85,0,22.29,,,,,,,,,,,,
"2022-05-23 13:00:00",13.33,42.39,63.09,,,230.7,8.14,0,19.7,,,,,,,,,,,,
"2022-05-23 12:00:00",13.35,45.57,55.66,,,222.8,2.885,0,16.35,,,,,,,,,,,,
"2022-05-23 11:00:00",13.37,45.89,54.34,,,249.4,5.711,0,17.19,,,,,,,,,,,,
"2022-05-23 10:00:00",13.42,44.49,62.26,,,241.7,1.902,0,15.23,,,,,,,,,,,,
"2022-05-23 09:00:00",13.46,38.57,65.18,,,184.5,0.211,0,5.591,,,,,,,,,,,,
"2022-05-23 08:00:00",13.49,37.71,63.21,,,188.7,0.34,0,10.9,,,,,,,,,,,,
"2022-05-23 07:00:00",13.5,36.86,64.91,,,276.9,1.893,0,14.33,,,,,,,,,,,,
"2022-05-23 06:00:00",13.5,35.39,59.17,,,264,6.895,0,19.01,,,,,,,,,,,,
"2022-05-23 05:00:00",13.49,35.14,63.76,,,255.7,3.835,0,16.77,,,,,,,,,,,,
"2022-05-23 04:00:00",13.49,35.88,57.4,,,227,4.594,0,15.86,,,,,,,,,,,,
"2022-05-23 03:00:00",13.48,34.84,53.67,,,259.8,2.683,0,13.63,,,,,,,,,,,,
"2022-05-23 02:00:00",13.48,34.23,81,,,226.7,9.1,0,14.47,,,,,,,,,,,,
"2022-05-23 01:00:00",13.46,35.14,63.96,,,222.4,10.67,0,15.79,,,,,,,,,,,,
"2022-05-23 00:00:00",13.45,36.06,76.02,,,219,7.953,0,15.58,,,,,,,,,,,,
"2022-05-22 23:00:00",13.44,38.26,79.51,,,200.3,1.085,0,6.709,,,,,,,,,,,,
"2022-05-22 22:00:00",13.43,37.51,84.3,,,196.3,0.002,0,0.07,,,,,,,,,,,,
"2022-05-22 21:00:00",13.41,38.55,80.4,,,198.4,0,0,0.07,,,,,,,,,,,,
"2022-05-22 20:00:00",13.4,40.39,73.56,,,150,0.248,0,3.703,,,,,,,,,,,,
"2022-05-22 19:00:00",13.37,41.3,59.02,,,203.8,0.614,0,6.429,,,,,,,,,,,,
"2022-05-22 18:00:00",13.36,45.51,49.37,,,214.9,0.027,0,1.258,,,,,,,,,,,,
"2022-05-22 17:00:00",13.34,46.12,50.36,,,188.4,0.763,0,12.51,,,,,,,,,,,,
"2022-05-22 16:00:00",13.34,47.95,47.5,,,210.7,0.172,0,2.585,,,,,,,,,,,,
"2022-05-22 15:00:00",13.34,47.71,46.08,,,206.4,0.49,0,4.472,,,,,,,,,,,,
"2022-05-22 14:00:00",13.35,47.96,47.71,,,254.7,0.015,0,0.07,,,,,,,,,,,,
"2022-05-22 13:00:00",13.37,42.59,58.45,,,170.2,0.013,0,0.14,,,,,,,,,,,,
"2022-05-22 12:00:00",13.38,39.53,65.92,,,155.3,2.005,0,9.57,,,,,,,,,,,,
