"Date/Time (PST)","Battery Voltage  (v) ","Temperature  (deg F) ","Relative Humidity  (%) ","Precipitation  ("") ","Total Snow Depth  ("") ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Minimum  (mph) ","Wind Speed Maximum  (mph) ","Barometric Pressure  (mb) ","Equipment Temperature  (deg F) ","Solar Radiation  (W/m2) ","24 Hour Snow  ("") ","Intermittent/Shot Snow  ("") ","Net Solar  (mJ/m2) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Moisture C  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) ","Soil Temperature C  (deg F) "
"2020-12-29 13:00:00",13.53,30.15,20.07,,,270.4,21.01,10.55,29.8,,,,,,,,,,,,
"2020-12-29 12:00:00",13.53,30.88,14.95,,,257.6,13.88,4.982,22.66,,,,,,,,,,,,
"2020-12-29 11:00:00",13.53,33.34,24.05,,,321.6,11.52,2.197,21.36,,,,,,,,,,,,
"2020-12-29 10:00:00",13.53,31.93,27.9,,,7.849,8.18,0.29,21.59,,,,,,,,,,,,
"2020-12-29 09:00:00",13.52,31.99,31.24,,,1.766,9.08,1.073,21.92,,,,,,,,,,,,
"2020-12-29 08:00:00",13.51,29.84,30.97,,,30.41,7.667,0.605,21.16,,,,,,,,,,,,
"2020-12-29 07:00:00",13.51,32.29,18.23,,,279.2,8.27,0.843,18.63,,,,,,,,,,,,
"2020-12-29 06:00:00",13.51,30.64,25.75,,,302.7,6.922,0.937,20.12,,,,,,,,,,,,
"2020-12-29 05:00:00",13.51,32.78,15.47,,,258.7,9.11,1.669,24.54,,,,,,,,,,,,
"2020-12-29 04:00:00",13.5,31.87,21.94,,,344.2,3.976,-0.017,16.89,,,,,,,,,,,,
"2020-12-29 03:00:00",13.5,29.04,26.61,,,334.3,4.955,-0.017,13.73,,,,,,,,,,,,
"2020-12-29 02:00:00",13.49,31.25,31.72,,,294.7,7.278,1.652,17.61,,,,,,,,,,,,
"2020-12-29 01:00:00",13.48,32.85,26.95,,,273.2,8.03,2.776,14.04,,,,,,,,,,,,
"2020-12-29 00:00:00",13.47,31.74,8.99,,,288.6,11.15,6.43,14.94,,,,,,,,,,,,
"2020-12-28 23:00:00",13.46,31.31,10.66,,,265,12.05,8.25,16.09,,,,,,,,,,,,
"2020-12-28 22:00:00",13.45,32.6,12.3,,,275.3,7.91,1.831,12.91,,,,,,,,,,,,
"2020-12-28 21:00:00",13.44,33.02,12.98,,,328.6,4.245,-0.026,10.36,,,,,,,,,,,,
"2020-12-28 20:00:00",13.46,33.64,13.01,,,323.5,4.949,2.061,8.09,,,,,,,,,,,,
"2020-12-28 19:00:00",13.46,33.58,11.41,,,327.2,1.412,-0.026,6.26,,,,,,,,,,,,
"2020-12-28 18:00:00",13.49,30.7,14.75,,,327.5,0.058,-0.026,2.368,,,,,,,,,,,,
"2020-12-28 17:00:00",13.48,29.11,16.62,,,289.3,0,-0.06,0.102,,,,,,,,,,,,
"2020-12-28 16:00:00",13.48,30.52,22.14,,,232.1,-0.001,-0.145,0.102,,,,,,,,,,,,
"2020-12-28 15:00:00",13.49,37.87,13.15,,,220.6,0.114,-0.247,2.078,,,,,,,,,,,,
"2020-12-28 14:00:00",13.51,32.91,15.98,,,229.1,0.258,-0.111,2.913,,,,,,,,,,,,
"2020-12-28 13:00:00",13.53,36.47,14.72,,,265.2,0.057,-0.255,2.742,,,,,,,,,,,,
"2020-12-28 12:00:00",13.53,35.12,13.12,,,204.4,0.466,-0.23,4.037,,,,,,,,,,,,
"2020-12-28 11:00:00",13.53,32.12,14.79,,,245.7,0.498,-0.179,3.62,,,,,,,,,,,,
"2020-12-28 10:00:00",13.55,30.4,20.48,,,83.1,0.743,-0.264,5.485,,,,,,,,,,,,
"2020-12-28 09:00:00",13.55,29.54,15.81,,,62.4,0.605,-0.043,4.855,,,,,,,,,,,,
"2020-12-28 08:00:00",13.53,27.88,14.65,,,44.64,0.747,-0.034,3.79,,,,,,,,,,,,
"2020-12-28 07:00:00",13.53,27.88,16.93,,,19.52,1.972,-0.026,7.12,,,,,,,,,,,,
"2020-12-28 06:00:00",13.53,27.02,13.9,,,21.58,1.172,-0.026,6.183,,,,,,,,,,,,
"2020-12-28 05:00:00",13.53,27.08,22.01,,,19.23,2.253,-0.026,6.915,,,,,,,,,,,,
"2020-12-28 04:00:00",13.53,26.41,24.25,,,339.7,1.755,-0.017,5.519,,,,,,,,,,,,
"2020-12-28 03:00:00",13.53,25.49,30.52,,,214.2,2.243,-0.026,7.23,,,,,,,,,,,,
"2020-12-28 02:00:00",13.53,23.96,32.29,,,241.3,1.312,-0.034,9.16,,,,,,,,,,,,
"2020-12-28 01:00:00",13.54,23.9,39.07,,,268,1.136,-0.026,5.987,,,,,,,,,,,,
"2020-12-28 00:00:00",13.53,22.73,55.42,,,254.3,1.532,-0.026,7.248,,,,,,,,,,,,
"2020-12-27 23:00:00",13.53,23.1,48.82,,,269.1,3.125,-0.026,13.13,,,,,,,,,,,,
"2020-12-27 22:00:00",13.53,22.79,53.65,,,52.39,5.445,-0.009,11.31,,,,,,,,,,,,
"2020-12-27 21:00:00",13.52,22.42,56.65,,,49.15,5.852,0.962,12.18,,,,,,,,,,,,
"2020-12-27 20:00:00",13.51,22.42,54.81,,,57.49,5.19,0.979,12.43,,,,,,,,,,,,
"2020-12-27 19:00:00",13.51,22.97,55.22,,,10.5,6.359,-0.026,14.77,,,,,,,,,,,,
"2020-12-27 18:00:00",13.51,22.42,56.38,,,73.09,6.808,2.104,13.34,,,,,,,,,,,,
"2020-12-27 17:00:00",13.5,22.42,56.07,,,36.59,4.778,-0.026,11.82,,,,,,,,,,,,
"2020-12-27 16:00:00",13.48,23.96,54.33,,,46.99,1.715,-0.085,7.154,,,,,,,,,,,,
"2020-12-27 15:00:00",13.49,30.39,52.29,,,90.1,0.651,-0.23,7.12,,,,,,,,,,,,
"2020-12-27 14:00:00",13.49,27.02,49.29,,,254.5,1.317,-0.111,5.996,,,,,,,,,,,,
"2020-12-27 13:00:00",13.5,24.26,58.18,,,246.5,1.516,-0.196,6.762,,,,,,,,,,,,
"2020-12-27 12:00:00",13.51,24.69,58.56,,,195,1.701,-0.111,7.954,,,,,,,,,,,,
"2020-12-27 11:00:00",13.52,24.75,68.57,,,211.7,0.275,-0.145,3.006,,,,,,,,,,,,
"2020-12-27 10:00:00",13.54,24.33,72.53,,,254,0.059,-0.153,1.269,,,,,,,,,,,,
"2020-12-27 09:00:00",13.55,22.67,74.06,,,201.8,4.229,-0.051,12.1,,,,,,,,,,,,
"2020-12-27 08:00:00",13.54,21.07,67.28,,,243.6,5.218,1.218,9.93,,,,,,,,,,,,
"2020-12-27 07:00:00",13.53,21.32,77.57,,,222.7,4.185,0.051,10.6,,,,,,,,,,,,
"2020-12-27 06:00:00",13.53,22.48,80.9,,,289,7.465,0.86,16.31,,,,,,,,,,,,
"2020-12-27 05:00:00",13.53,21.5,77.71,,,244.4,7.544,1.797,15.11,,,,,,,,,,,,
"2020-12-27 04:00:00",13.53,20.64,79.85,,,257.9,8.53,2.563,16.43,,,,,,,,,,,,
"2020-12-27 03:00:00",13.53,20.46,85.5,,,237,9.64,1.363,18.66,,,,,,,,,,,,
"2020-12-27 02:00:00",13.53,21.93,88.2,,,253.3,7.24,0.877,14.58,,,,,,,,,,,,
"2020-12-27 01:00:00",13.53,23.04,89.9,,,241.5,12,2.955,19.26,,,,,,,,,,,,
"2020-12-27 00:00:00",13.53,22.67,89.4,,,257.4,16.54,7.069,25.35,,,,,,,,,,,,
"2020-12-26 23:00:00",13.52,21.26,89.7,,,272.1,19.78,9.35,31.79,,,,,,,,,,,,
"2020-12-26 22:00:00",13.5,19.29,87.9,,,255.5,21.54,10.79,36.48,,,,,,,,,,,,
"2020-12-26 21:00:00",13.48,19.48,88.8,,,271.1,17.29,7.682,24.74,,,,,,,,,,,,
"2020-12-26 20:00:00",13.47,21.13,89.4,,,248,12.85,5.357,21.07,,,,,,,,,,,,
"2020-12-26 19:00:00",13.47,22.12,90,,,245.1,12.32,4.531,20.75,,,,,,,,,,,,
"2020-12-26 18:00:00",13.47,21.5,90,,,247.5,13.38,3.79,23.27,,,,,,,,,,,,
"2020-12-26 17:00:00",13.47,21.32,89.7,,,246.6,12.59,3.841,21.72,,,,,,,,,,,,
"2020-12-26 16:00:00",13.47,20.03,89.3,,,266.2,15.08,4.412,23.37,,,,,,,,,,,,
"2020-12-26 15:00:00",13.46,20.83,88.7,,,264.1,14.37,5.118,23.14,,,,,,,,,,,,
"2020-12-26 14:00:00",13.46,20.58,89.3,,,261.3,16.05,6.719,31.97,,,,,,,,,,,,
"2020-12-26 13:00:00",13.46,22.36,90.1,,,253.8,15.32,7.375,21.67,,,,,,,,,,,,
"2020-12-26 12:00:00",13.47,22.67,90.1,,,252.5,15.2,6.549,24.07,,,,,,,,,,,,
"2020-12-26 11:00:00",13.48,22.24,90.2,,,251.7,16.52,5.459,27.89,,,,,,,,,,,,
"2020-12-26 10:00:00",13.51,21.44,90.1,,,272.6,18.27,10.53,26.23,,,,,,,,,,,,
"2020-12-26 09:00:00",13.53,20.28,89.8,,,271.2,19.51,10.48,26.94,,,,,,,,,,,,
"2020-12-26 08:00:00",13.53,18.25,88.5,,,267.9,19.1,11.28,28.7,,,,,,,,,,,,
"2020-12-26 07:00:00",13.53,21.44,89.9,,,262,16.38,8.09,24.2,,,,,,,,,,,,
"2020-12-26 06:00:00",13.53,20.58,89.8,,,247.1,16.9,9.91,25.43,,,,,,,,,,,,
"2020-12-26 05:00:00",13.53,23.53,90.5,,,237.9,12.12,6.064,19.93,,,,,,,,,,,,
"2020-12-26 04:00:00",13.53,24.14,90.8,,,247.2,7.959,2.163,15.1,,,,,,,,,,,,
"2020-12-26 03:00:00",13.54,25.12,91.1,,,259.9,7.471,2.41,14.98,,,,,,,,,,,,
"2020-12-26 02:00:00",13.54,26.04,91.6,,,239.4,9.07,4.113,14.21,,,,,,,,,,,,
"2020-12-26 01:00:00",13.54,25.98,91.6,,,63.09,11.07,3.994,17.75,,,,,,,,,,,,
"2020-12-26 00:00:00",13.54,26.1,91.6,,,237.7,13.56,4.906,24.54,,,,,,,,,,,,
"2020-12-25 23:00:00",13.53,26.16,91.6,,,199.8,14.56,6.294,24.11,,,,,,,,,,,,
"2020-12-25 22:00:00",13.52,26.22,91.7,,,222.3,15.92,8.95,24.07,,,,,,,,,,,,
"2020-12-25 21:00:00",13.51,25.67,91.6,,,237.7,13.59,8.28,20.08,,,,,,,,,,,,
"2020-12-25 20:00:00",13.52,25.92,91.5,,,251,11.27,6.021,17.73,,,,,,,,,,,,
"2020-12-25 19:00:00",13.52,26.59,91.7,,,280.6,10.53,4.573,17.63,,,,,,,,,,,,
"2020-12-25 18:00:00",13.51,25.49,91.2,,,185.5,10.04,4.071,17.72,,,,,,,,,,,,
"2020-12-25 17:00:00",13.51,24.69,90.9,,,226.5,10.73,5.34,17.59,,,,,,,,,,,,
"2020-12-25 16:00:00",13.51,24.32,90.9,,,205,10.69,5.127,24.43,,,,,,,,,,,,
"2020-12-25 15:00:00",13.51,22.97,90.5,,,192.7,10.68,3.543,20.74,,,,,,,,,,,,
"2020-12-25 14:00:00",13.51,22.36,90.1,,,235.4,9.92,2.751,21.84,,,,,,,,,,,,
"2020-12-25 13:00:00",13.5,21.32,89.9,,,207,6.661,0.443,13.32,,,,,,,,,,,,
"2020-12-25 12:00:00",13.51,21.32,89.7,,,235.7,8.17,3.091,16.57,,,,,,,,,,,,
"2020-12-25 11:00:00",13.52,22.73,89.9,,,150.1,6.76,0.877,19.02,,,,,,,,,,,,
"2020-12-25 10:00:00",13.53,24.14,90.6,,,232.6,5.587,1.363,14.95,,,,,,,,,,,,
"2020-12-25 09:00:00",13.53,23.59,55.19,,,232,6.131,-0.026,14.95,,,,,,,,,,,,
"2020-12-25 08:00:00",13.52,25.86,46.5,,,243.9,2.728,-0.034,10.61,,,,,,,,,,,,
"2020-12-25 07:00:00",13.51,26.35,44.86,,,102.8,6.303,0,19.68,,,,,,,,,,,,
"2020-12-25 06:00:00",13.51,26.22,42.55,,,308.6,2.889,-0.077,12.91,,,,,,,,,,,,
"2020-12-25 05:00:00",13.52,27.45,42.41,,,257.6,4.796,-0.009,11.76,,,,,,,,,,,,
"2020-12-25 04:00:00",13.52,26.9,46.47,,,236.2,4.136,1.184,7.869,,,,,,,,,,,,
"2020-12-25 03:00:00",13.53,28.06,46.94,,,218.9,9.59,2.087,16.04,,,,,,,,,,,,
"2020-12-25 02:00:00",13.52,34.07,45.38,,,251.5,11.17,4.727,21.75,,,,,,,,,,,,
"2020-12-25 01:00:00",13.52,33.95,38.26,,,210,13.03,6.421,22.73,,,,,,,,,,,,
"2020-12-25 00:00:00",13.5,34.32,26.33,,,228.1,12.53,3.705,22.07,,,,,,,,,,,,
"2020-12-24 23:00:00",13.49,35.24,22.38,,,232.8,11.83,4.412,20.88,,,,,,,,,,,,
"2020-12-24 22:00:00",13.48,28.25,31.31,,,244.2,6.956,2.274,13.81,,,,,,,,,,,,
"2020-12-24 21:00:00",13.47,30.76,28.41,,,225.1,7.221,2.623,11.8,,,,,,,,,,,,
"2020-12-24 20:00:00",13.47,28.98,31.85,,,231,5.688,1.252,13,,,,,,,,,,,,
"2020-12-24 19:00:00",13.47,32.05,28.14,,,240,9,3.355,20.04,,,,,,,,,,,,
"2020-12-24 18:00:00",13.48,35.54,22.38,,,266.3,9.63,3.381,17.6,,,,,,,,,,,,
"2020-12-24 17:00:00",13.49,35.36,18.8,,,260.4,11.67,4.599,21.51,,,,,,,,,,,,
"2020-12-24 16:00:00",13.48,36.1,15.5,,,249.4,12.7,5.927,24.18,,,,,,,,,,,,
"2020-12-24 15:00:00",13.48,37.08,14.14,,,241.2,14.64,5.944,25.52,,,,,,,,,,,,
"2020-12-24 14:00:00",13.48,37.2,14.55,,,215.2,12,3.705,24.97,,,,,,,,,,,,
"2020-12-24 13:00:00",13.49,37.2,13.18,,,267.2,12.28,3.466,24.48,,,,,,,,,,,,
"2020-12-24 12:00:00",13.49,38.49,13.83,,,253.3,12.11,4.982,22.74,,,,,,,,,,,,
"2020-12-24 11:00:00",13.5,38.49,12.33,,,249.3,12.48,3.534,24.6,,,,,,,,,,,,
"2020-12-24 10:00:00",13.52,38.24,12.71,,,199.5,9.97,3.883,17.64,,,,,,,,,,,,
"2020-12-24 09:00:00",13.52,37.08,11.99,,,241.3,11.03,5.348,19.17,,,,,,,,,,,,
"2020-12-24 08:00:00",13.52,36.77,13.05,,,222.3,11.13,2.598,21.05,,,,,,,,,,,,
"2020-12-24 07:00:00",13.52,39.47,10.08,,,272.1,10.88,4.497,18.51,,,,,,,,,,,,
"2020-12-24 06:00:00",13.51,31.87,13.76,,,215.4,9.08,3.892,17.53,,,,,,,,,,,,
"2020-12-24 05:00:00",13.51,31.99,14.07,,,241.9,7.931,3.892,12.96,,,,,,,,,,,,
"2020-12-24 04:00:00",13.51,30.7,15.5,,,224.4,6.156,3.219,10.71,,,,,,,,,,,,
"2020-12-24 03:00:00",13.52,29.23,22.52,,,234,7.566,3.705,13.28,,,,,,,,,,,,
"2020-12-24 02:00:00",13.52,31.62,15.26,,,224.1,8.02,4.403,12.43,,,,,,,,,,,,
"2020-12-24 01:00:00",13.52,31.25,19.86,,,223.3,7.731,1.593,13.4,,,,,,,,,,,,
"2020-12-24 00:00:00",13.52,33.7,14.78,,,240.8,10.08,4.156,19.11,,,,,,,,,,,,
"2020-12-23 23:00:00",13.52,34.81,13.69,,,227.1,10.56,3.287,22.02,,,,,,,,,,,,
"2020-12-23 22:00:00",13.51,34.44,13.52,,,139.9,8.01,2.359,16.42,,,,,,,,,,,,
"2020-12-23 21:00:00",13.5,35.3,11.79,,,182.2,7.967,1.959,16.91,,,,,,,,,,,,
"2020-12-23 20:00:00",13.5,34.81,12.98,,,222.1,8.21,3.33,15.5,,,,,,,,,,,,
"2020-12-23 19:00:00",13.5,34.5,10.08,,,233.1,9.18,2.623,17.84,,,,,,,,,,,,
"2020-12-23 18:00:00",13.51,36.1,7.835,,,220,7.785,1.823,16.16,,,,,,,,,,,,
"2020-12-23 17:00:00",13.52,35.97,8.21,,,254,6.649,0.034,13.43,,,,,,,,,,,,
"2020-12-23 16:00:00",13.53,34.75,10.15,,,246.5,2.929,-0.094,13.51,,,,,,,,,,,,
"2020-12-23 15:00:00",13.54,40.52,11.17,,,236.3,2.704,-0.221,10.75,,,,,,,,,,,,
"2020-12-23 14:00:00",13.54,36.96,11.82,,,295.6,4.182,-0.102,11.17,,,,,,,,,,,,
"2020-12-23 13:00:00",13.55,33.47,9.47,,,199.7,2.439,-0.153,9.7,,,,,,,,,,,,
"2020-12-23 12:00:00",13.56,34.94,8.76,,,219.6,0.7,-0.29,4.821,,,,,,,,,,,,
"2020-12-23 11:00:00",13.57,30.95,13.39,,,222.5,2.823,-0.077,9.7,,,,,,,,,,,,
"2020-12-23 10:00:00",13.56,29.55,14.41,,,130.5,1.055,-0.213,8.32,,,,,,,,,,,,
"2020-12-23 09:00:00",13.56,28.26,10.36,,,187.6,2.18,-0.017,10.68,,,,,,,,,,,,
"2020-12-23 08:00:00",13.54,28.43,12.6,,,135,3.371,-0.043,10.18,,,,,,,,,,,,
"2020-12-23 07:00:00",13.53,27.33,15.4,,,25.7,8.31,4.505,11.72,,,,,,,,,,,,
"2020-12-23 06:00:00",13.53,28.31,13.69,,,35.03,9.73,6.106,13.87,,,,,,,,,,,,
"2020-12-23 05:00:00",13.53,28.8,14.21,,,17.66,9.53,2.947,16.24,,,,,,,,,,,,
"2020-12-23 04:00:00",13.53,29.66,13.86,,,5.298,11.49,4.94,17.42,,,,,,,,,,,,
"2020-12-23 03:00:00",13.53,21.75,20.81,,,38.46,8.29,4.957,13.01,,,,,,,,,,,,
"2020-12-23 02:00:00",13.53,20.64,23.54,,,45.03,6.495,3.304,10.08,,,,,,,,,,,,
"2020-12-23 01:00:00",13.53,20.28,25,,,19.33,6.835,2.529,10.21,,,,,,,,,,,,
"2020-12-23 00:00:00",13.52,21.44,26.26,,,39.15,10.28,5.076,15.97,,,,,,,,,,,,
"2020-12-22 23:00:00",13.51,24.14,20.41,,,45.42,9.97,5.689,14.95,,,,,,,,,,,,
"2020-12-22 22:00:00",13.5,24.26,19.14,,,16.38,4.205,-0.026,12.75,,,,,,,,,,,,
"2020-12-22 21:00:00",13.48,21.01,38.7,,,220.2,0.457,-0.026,6.234,,,,,,,,,,,,
"2020-12-22 20:00:00",13.49,19.42,49.7,,,28.45,0.55,-0.034,5.042,,,,,,,,,,,,
"2020-12-22 19:00:00",13.5,20.15,50.86,,,318.2,1.454,-0.026,11.97,,,,,,,,,,,,
"2020-12-22 18:00:00",13.52,20.95,57.5,,,179.7,20.03,4.037,31.71,,,,,,,,,,,,
"2020-12-22 17:00:00",13.53,18.19,65.51,,,2.943,7.18,-0.026,23.01,,,,,,,,,,,,
"2020-12-22 16:00:00",13.51,16.96,89.6,,,185.5,7.912,-0.094,20.92,,,,,,,,,,,,
"2020-12-22 15:00:00",13.5,24.94,58.46,,,292.9,12.18,2.01,28.48,,,,,,,,,,,,
"2020-12-22 14:00:00",13.51,25.49,51.27,,,299.6,17.8,4.769,31.97,,,,,,,,,,,,
"2020-12-22 13:00:00",13.52,24.32,56.99,,,313.7,21.92,4.531,36.54,,,,,,,,,,,,
"2020-12-22 12:00:00",13.52,17.95,81.9,,,248.5,25.86,7.861,39.94,,,,,,,,,,,,
"2020-12-22 11:00:00",13.52,18.01,86.8,,,277,33.42,16.57,45.37,,,,,,,,,,,,
"2020-12-22 10:00:00",13.53,17.88,87.1,,,268.4,36.67,23.43,51.65,,,,,,,,,,,,
"2020-12-22 09:00:00",13.54,15.8,86.5,,,280.8,42.92,27.79,55.49,,,,,,,,,,,,
"2020-12-22 08:00:00",13.54,16.35,87.7,,,263.6,39.94,24.51,57.56,,,,,,,,,,,,
"2020-12-22 07:00:00",13.54,16.6,87.9,,,262.7,38.06,22.11,54.05,,,,,,,,,,,,
"2020-12-22 06:00:00",13.54,16.17,88.1,,,250.8,25.95,7.188,46.72,,,,,,,,,,,,
"2020-12-22 05:00:00",13.54,16.78,88.4,,,215.4,22.44,8.29,43.53,,,,,,,,,,,,
"2020-12-22 04:00:00",13.54,16.41,88.4,,,233.5,26.76,12.07,52.51,,,,,,,,,,,,
"2020-12-22 03:00:00",13.54,15.99,88.4,,,249.1,30.73,12.63,50.08,,,,,,,,,,,,
"2020-12-22 02:00:00",13.54,15.56,88.3,,,251,33.66,8.53,57.53,,,,,,,,,,,,
