"Date/Time (PST)","Battery Voltage  (v) ","Temperature  (deg F) ","Relative Humidity  (%) ","Precipitation  ("") ","Total Snow Depth  ("") ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Minimum  (mph) ","Wind Speed Maximum  (mph) ","Barometric Pressure  (mb) ","Equipment Temperature  (deg F) ","Solar Radiation  (W/m2) ","24 Hour Snow  ("") ","Intermittent/Shot Snow  ("") ","Net Solar  (mJ/m2) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Moisture C  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) ","Soil Temperature C  (deg F) "
"2020-12-30 00:00:00",13.77,29.17,87,0.01,62.01,,,,,1018.62,,,0.688,,,,,,,,
"2020-12-29 23:00:00",13.77,28.42,82,0,61.98,,,,,1018.98,,,0.562,,,,,,,,
"2020-12-29 22:00:00",13.76,30.25,68.3,0,61.85,,,,,1019.52,,,0.564,,,,,,,,
"2020-12-29 21:00:00",13.76,29.88,75.48,0,61.92,,,,,1019.785,,,0.497,,,,,,,,
"2020-12-29 20:00:00",13.75,30.25,72.36,0,75.26,,,,,1020.057,,,0.428,,,,,,,,
"2020-12-29 19:00:00",13.74,30.49,77.44,0,93.8,,,,,1020.195,,,0.296,,,,,,,,
"2020-12-29 18:00:00",13.73,32.07,68.9,0,90.5,,,,,1020.321,,,0.3,,,,,,,,
"2020-12-29 17:00:00",13.73,34.15,35.91,0,77.4,,,,,1019.909,,,0.433,,,,,,,,
"2020-12-29 16:00:00",13.71,35.12,44.17,0,73.6,,,,,1019.909,,,0.3,,,,,,,,
"2020-12-29 15:00:00",13.71,34.88,33.13,0,72.73,,,,,1019.502,,,0.3,,,,,,,,
"2020-12-29 14:00:00",13.71,35.98,23.64,0,80.4,,,,,1019.231,,,0.3,,,,,,,,
"2020-12-29 13:00:00",13.71,37.07,17.62,0,65.73,,,,,1019.502,,,0.3,,,,,,,,
"2020-12-29 12:00:00",13.71,37.2,15.85,0,68,,,,,1019.909,,,0.3,,,,,,,,
"2020-12-29 11:00:00",13.73,38.29,21.41,0,81.2,,,,,1020.044,,,0.167,,,,,,,,
"2020-12-29 10:00:00",13.75,39.15,29.61,0,79.2,,,,,1019.909,,,0.3,,,,,,,,
"2020-12-29 09:00:00",13.79,36.6,32.52,0,90.8,,,,,1019.534,,,0.425,,,,,,,,
"2020-12-29 08:00:00",13.82,33.07,36.53,0,68.72,,,,,1019.176,,,0.418,,,,,,,,
"2020-12-29 07:00:00",13.84,28.56,54.83,0,62.52,,,,,1018.634,,,0.284,,,,,,,,
"2020-12-29 06:00:00",13.85,27.83,53.61,0,62.86,,,,,1018.227,,,0.418,,,,,,,,
"2020-12-29 05:00:00",13.85,26.61,48.73,0,62.66,,,,,1017.82,,,0.418,,,,,,,,
"2020-12-29 04:00:00",13.84,27.1,50.63,0,62.46,,,,,1017.956,,,0.284,,,,,,,,
"2020-12-29 03:00:00",13.83,28.19,46.56,0,62.39,,,,,1017.82,,,0.418,,,,,,,,
"2020-12-29 02:00:00",13.82,28.93,46.29,0,62.52,,,,,1017.549,,,0.418,,,,,,,,
"2020-12-29 01:00:00",13.82,30.27,48.32,0,62.39,,,,,1016.872,,,0.418,,,,,,,,
"2020-12-29 00:00:00",13.84,30.51,29.07,0,62.52,,,,,1016.872,,,0.418,,,,,,,,
"2020-12-28 23:00:00",13.85,29.9,32.12,0,62.52,,,,,1016.601,,,0.418,,,,,,,,
"2020-12-28 22:00:00",13.85,28.07,42.22,0,62.79,,,,,1016.33,,,0.418,,,,,,,,
"2020-12-28 21:00:00",13.85,27.22,47.17,0,62.46,,,,,1016.194,,,0.351,,,,,,,,
"2020-12-28 20:00:00",13.85,27.22,45,0,62.86,,,,,1015.923,,,0.418,,,,,,,,
"2020-12-28 19:00:00",13.85,26.61,47.24,0,62.86,,,,,1015.516,,,0.351,,,,,,,,
"2020-12-28 18:00:00",13.84,26.85,47.98,0,62.92,,,,,1015.381,,,0.418,,,,,,,,
"2020-12-28 17:00:00",13.82,27.22,48.19,0,62.79,,,,,1015.11,,,0.418,,,,,,,,
"2020-12-28 16:00:00",13.79,29.29,45.14,0,75.39,,,,,1014.703,,,0.418,,,,,,,,
"2020-12-28 15:00:00",13.76,31.71,43.5,0,62.72,,,,,1014.237,,,0.431,,,,,,,,
"2020-12-28 14:00:00",13.74,33.66,40.92,0,100.8,,,,,1014.237,,,0.298,,,,,,,,
"2020-12-28 13:00:00",13.74,36.71,28.46,0,90.1,,,,,1014.353,,,0.3,,,,,,,,
"2020-12-28 12:00:00",13.73,37.44,34.01,0,76.47,,,,,1014.489,,,0.3,,,,,,,,
"2020-12-28 11:00:00",13.69,35.85,16.53,0,71.2,,,,,1014.624,,,0.3,,,,,,,,
"2020-12-28 10:00:00",13.82,33.44,35.99,0,77.26,,,,,1014.703,,,0.284,,,,,,,,
"2020-12-28 09:00:00",13.88,28.45,49.62,0,88.2,,,,,1014.471,,,0.41,,,,,,,,
"2020-12-28 08:00:00",13.89,24.67,57.01,0,64.2,,,,,1013.948,,,0.407,,,,,,,,
"2020-12-28 07:00:00",13.89,24.31,56.27,0,63.73,,,,,1013.677,,,0.405,,,,,,,,
"2020-12-28 06:00:00",13.89,22.85,63.05,0,69.28,,,,,1013.553,,,0.339,,,,,,,,
"2020-12-28 05:00:00",13.88,23.45,65.07,0,63.42,,,,,1013.658,,,0.343,,,,,,,,
"2020-12-28 04:00:00",13.88,23.69,68.4,0,63.55,,,,,1013.793,,,0.343,,,,,,,,
"2020-12-28 03:00:00",13.88,24.06,62.77,0,63.42,,,,,1013.793,,,0.343,,,,,,,,
"2020-12-28 02:00:00",13.87,23.2,69.82,0,63.62,,,,,1013.793,,,0.41,,,,,,,,
"2020-12-28 01:00:00",13.87,24.06,67.04,0,63.75,,,,,1013.658,,,0.543,,,,,,,,
"2020-12-28 00:00:00",13.85,23.08,74.83,0,63.55,,,,,1013.929,,,0.343,,,,,,,,
"2020-12-27 23:00:00",13.81,23.8,74.28,0,63.85,,,,,1014.034,,,0.416,,,,,,,,
"2020-12-27 22:00:00",13.81,24.41,68.66,0,63.12,,,,,1013.756,,,0.35,,,,,,,,
"2020-12-27 21:00:00",13.82,24.54,69.28,0,67.43,,,,,1014.06,,,0.412,,,,,,,,
"2020-12-27 20:00:00",13.81,22.95,80.1,0,72.65,,,,,1013.902,,,0.415,,,,,,,,
"2020-12-27 19:00:00",13.79,26.36,59.17,0,72.19,,,,,1013.754,,,0.551,,,,,,,,
"2020-12-27 18:00:00",13.77,23.8,73.33,0,77.4,,,,,1013.89,,,0.418,,,,,,,,
"2020-12-27 17:00:00",13.75,25.39,64.72,0,80.9,,,,,1013.89,,,0.418,,,,,,,,
"2020-12-27 16:00:00",13.7,26.24,72.31,0,63.68,,,,,1013.734,,,0.423,,,,,,,,
"2020-12-27 15:00:00",13.67,28.66,68.84,0,79.51,,,,,1013.554,,,0.299,,,,,,,,
"2020-12-27 14:00:00",13.65,30.74,54.54,0,86.3,,,,,1013.552,,,0.298,,,,,,,,
"2020-12-27 13:00:00",13.66,30.49,59.76,0,82.3,,,,,1013.82,,,0.165,,,,,,,,
"2020-12-27 12:00:00",13.68,30.98,60.84,0,67.45,,,,,1014.361,,,0.297,,,,,,,,
"2020-12-27 11:00:00",13.69,30.49,60.03,0,86.5,,,,,1015.044,,,0.297,,,,,,,,
"2020-12-27 10:00:00",13.76,27.71,74.55,0,89.8,,,,,1015.245,,,0.284,,,,,,,,
"2020-12-27 09:00:00",13.79,24.66,81.5,0,80.3,,,,,1014.974,,,0.551,,,,,,,,
"2020-12-27 08:00:00",13.8,23.92,81.2,0,67.73,,,,,1014.974,,,0.418,,,,,,,,
"2020-12-27 07:00:00",13.79,24.53,83.2,0,64.52,,,,,1014.974,,,0.284,,,,,,,,
"2020-12-27 06:00:00",13.77,25.39,80.5,0,64.32,,,,,1014.839,,,0.418,,,,,,,,
"2020-12-27 05:00:00",13.76,24.41,74.69,0,64.19,,,,,1015.245,,,0.418,,,,,,,,
"2020-12-27 04:00:00",13.75,25.63,72.92,0,64.19,,,,,1015.516,,,2.285,,,,,,,,
"2020-12-27 03:00:00",13.73,26.36,82.5,0,64.26,,,,,1015.923,,,2.285,,,,,,,,
"2020-12-27 02:00:00",13.73,27.58,84,0.01,64.39,,,,,1015.907,,,2.352,,,,,,,,
"2020-12-27 01:00:00",13.74,28.8,83.6,0,64.46,,,,,1016.194,,,2.285,,,,,,,,
"2020-12-27 00:00:00",13.75,28.8,69.4,0,64.46,,,,,1016.194,,,2.485,,,,,,,,
"2020-12-26 23:00:00",13.76,27.34,68.18,0,64.52,,,,,1016.058,,,2.552,,,,,,,,
"2020-12-26 22:00:00",13.76,26.85,69.2,0,64.52,,,,,1015.923,,,2.285,,,,,,,,
"2020-12-26 21:00:00",13.74,27.22,74.14,0,66.06,,,,,1015.923,,,2.018,,,,,,,,
"2020-12-26 20:00:00",13.73,27.34,88.4,0,70.06,,,,,1015.923,,,1.885,,,,,,,,
"2020-12-26 19:00:00",13.73,27.58,90.9,0,73.59,,,,,1015.923,,,1.685,,,,,,,,
"2020-12-26 18:00:00",13.74,26.73,92,0,71.26,,,,,1015.923,,,1.885,,,,,,,,
"2020-12-26 17:00:00",13.73,27.34,89.1,0,64.86,,,,,1015.245,,,1.885,,,,,,,,
"2020-12-26 16:00:00",13.72,26.36,88.1,0,71.13,,,,,1014.971,,,1.886,,,,,,,,
"2020-12-26 15:00:00",13.69,26.83,87.6,0.01,65.84,,,,,1014.371,,,1.629,,,,,,,,
"2020-12-26 14:00:00",13.69,26.84,89.2,0.01,74.72,,,,,1013.561,,,1.697,,,,,,,,
"2020-12-26 13:00:00",13.68,28.42,90.8,0.01,64.86,,,,,1013.282,,,1.365,,,,,,,,
"2020-12-26 12:00:00",13.69,29.15,92.3,0.02,71.18,,,,,1012.884,,,0.895,,,,,,,,
"2020-12-26 11:00:00",13.7,28.42,91.2,0.01,72.18,,,,,1012.471,,,0.897,,,,,,,,
"2020-12-26 10:00:00",13.72,26.85,93.6,0,64.72,,,,,1012.128,,,0.684,,,,,,,,
"2020-12-26 09:00:00",13.73,26.12,90.3,0,95.7,,,,,1010.636,,,0.684,,,,,,,,
"2020-12-26 08:00:00",13.72,25.63,89,0.01,71.69,,,,,1009.278,,,0.619,,,,,,,,
"2020-12-26 07:00:00",13.71,27.45,91.2,0.01,64.96,,,,,1008.7,,,0.425,,,,,,,,
"2020-12-26 06:00:00",13.69,27.2,91.3,0.01,64.98,,,,,1008,,,9.23,,,,,,,,
"2020-12-26 05:00:00",13.67,28.66,94.2,0.04,64.92,,,,,1007.187,,,9.23,,,,,,,,
"2020-12-26 04:00:00",13.67,29.27,94.7,0.12,64.53,,,,,1007.04,,,8.97,,,,,,,,
"2020-12-26 03:00:00",13.65,30.24,94.9,0.1,62.4,,,,,1006.765,,,7.767,,,,,,,,
"2020-12-26 02:00:00",13.65,31.1,95.2,0.01,61.8,,,,,1006.223,,,6.433,,,,,,,,
"2020-12-26 01:00:00",13.66,30.98,95.4,0,61.93,,,,,1005.961,,,6.432,,,,,,,,
"2020-12-26 00:00:00",13.66,30.98,95.5,0,61.93,,,,,1005.817,,,6.433,,,,,,,,
"2020-12-25 23:00:00",13.66,30.85,95.6,0.04,62.07,,,,,1005.952,,,6.3,,,,,,,,
"2020-12-25 22:00:00",13.67,31.1,95,0.01,61.53,,,,,1005.553,,,6.099,,,,,,,,
"2020-12-25 21:00:00",13.67,30.25,95.9,0.04,71.24,,,,,1005.551,,,6.231,,,,,,,,
"2020-12-25 20:00:00",13.67,29.64,95.7,0.05,66.38,,,,,1005.152,,,5.829,,,,,,,,
"2020-12-25 19:00:00",13.68,30.25,96.2,0.03,61.65,,,,,1005.017,,,5.631,,,,,,,,
"2020-12-25 18:00:00",13.69,29.76,95.7,0.05,61.65,,,,,1005.427,,,5.498,,,,,,,,
"2020-12-25 17:00:00",13.7,28.54,95.5,0.07,68.72,,,,,1005.556,,,5.098,,,,,,,,
"2020-12-25 16:00:00",13.7,28.3,95.1,0.03,61.17,,,,,1005.849,,,4.628,,,,,,,,
"2020-12-25 15:00:00",13.71,27.46,94.5,0.06,65.26,,,,,1006.297,,,4.62,,,,,,,,
"2020-12-25 14:00:00",13.71,26.61,94.1,0.08,74.2,,,,,1006.704,,,4.22,,,,,,,,
"2020-12-25 13:00:00",13.71,25.75,93.7,0.11,72.66,,,,,1007.926,,,3.819,,,,,,,,
"2020-12-25 12:00:00",13.71,26.73,93.3,0.12,72.66,,,,,1008.739,,,3.219,,,,,,,,
"2020-12-25 11:00:00",13.71,27.1,93,0.13,72.33,,,,,1009.959,,,2.085,,,,,,,,
"2020-12-25 10:00:00",13.71,25.51,91.8,0.04,57,,,,,1010.488,,,0.82,,,,,,,,
"2020-12-25 09:00:00",13.69,29.64,48.45,0,79.85,,,,,1011.118,,,0.296,,,,,,,,
"2020-12-25 08:00:00",13.69,30.86,43.36,0,62.98,,,,,1010.973,,,0.297,,,,,,,,
"2020-12-25 07:00:00",13.7,31.83,41.26,0,56.52,,,,,1011.656,,,0.298,,,,,,,,
"2020-12-25 06:00:00",13.7,31.23,44.04,0,56.64,,,,,1012.474,,,0.295,,,,,,,,
"2020-12-25 05:00:00",13.7,31.47,50.48,0,56.25,,,,,1012.474,,,0.23,,,,,,,,
"2020-12-25 04:00:00",13.72,30.99,51.63,0,56.24,,,,,1013.578,,,0.228,,,,,,,,
"2020-12-25 03:00:00",13.73,30.15,54.22,0,56.66,,,,,1014.16,,,0.418,,,,,,,,
"2020-12-25 02:00:00",13.74,28.19,62.69,0,56.32,,,,,1014.161,,,0.418,,,,,,,,
"2020-12-25 01:00:00",13.73,28.44,58.76,0,56.74,,,,,1014.56,,,0.421,,,,,,,,
"2020-12-25 00:00:00",13.73,28.8,61.27,0,56.39,,,,,1015.11,,,0.284,,,,,,,,
"2020-12-24 23:00:00",13.72,28.8,57.13,0,56.73,,,,,1015.643,,,0.419,,,,,,,,
"2020-12-24 22:00:00",13.7,30.98,45.53,0,56.46,,,,,1015.989,,,0.298,,,,,,,,
"2020-12-24 21:00:00",13.69,31.22,48.31,0,56.52,,,,,1016.4,,,0.23,,,,,,,,
"2020-12-24 20:00:00",13.69,31.83,49.87,0,56.51,,,,,1016.802,,,0.229,,,,,,,,
"2020-12-24 19:00:00",13.66,30.37,55.56,0,56.73,,,,,1016.933,,,0.3,,,,,,,,
"2020-12-24 18:00:00",13.62,35.85,43.36,0,55.8,,,,,1016.792,,,0.167,,,,,,,,
"2020-12-24 17:00:00",13.62,38.29,28.25,0,57.07,,,,,1017.334,,,0.367,,,,,,,,
"2020-12-24 16:00:00",13.62,39.02,22.56,0,66.4,,,,,1017.605,,,0.3,,,,,,,,
"2020-12-24 15:00:00",13.63,41.22,19.99,0,83.7,,,,,1017.741,,,0.167,,,,,,,,
"2020-12-24 14:00:00",13.65,41.22,22.43,0,82.9,,,,,1018.147,,,0.367,,,,,,,,
"2020-12-24 13:00:00",13.67,40,30.96,0,81.1,,,,,1018.689,,,0.167,,,,,,,,
"2020-12-24 12:00:00",13.67,42.2,17.34,0,90.4,,,,,1019.231,,,0.433,,,,,,,,
"2020-12-24 11:00:00",13.69,33.54,61.79,0,87.5,,,,,1019.774,,,0.1,,,,,,,,
"2020-12-24 10:00:00",13.83,29.05,68.73,0,84.4,,,,,1019.998,,,0.283,,,,,,,,
"2020-12-24 09:00:00",13.86,24.31,73.83,0,63.52,,,,,1020.2,,,0.404,,,,,,,,
"2020-12-24 08:00:00",13.87,22.73,70.58,0,56.91,,,,,1020.476,,,0.336,,,,,,,,
"2020-12-24 07:00:00",13.86,22.59,71.65,0,57.41,,,,,1020.85,,,0.409,,,,,,,,
"2020-12-24 06:00:00",13.85,23.57,73.21,0,57.48,,,,,1021.113,,,0.344,,,,,,,,
"2020-12-24 05:00:00",13.83,25.39,67.64,0,57.05,,,,,1021.346,,,0.284,,,,,,,,
"2020-12-24 04:00:00",13.83,24.05,72.86,0,56.64,,,,,1021.499,,,0.148,,,,,,,,
"2020-12-24 03:00:00",13.81,24.53,76.65,0,57.19,,,,,1022.294,,,0.418,,,,,,,,
"2020-12-24 02:00:00",13.81,26,85.3,0,56.92,,,,,1022.565,,,0.284,,,,,,,,
"2020-12-24 01:00:00",13.79,26.73,90.8,0,57.26,,,,,1022.7,,,0.418,,,,,,,,
"2020-12-24 00:01:00",,,,,,,,,,,,,,,,,,,,,
"2020-12-24 00:00:00",13.8,28.19,88.6,0,57.52,,,,,1023.513,,,0.418,,,,,,,,
"2020-12-23 23:00:00",13.79,26.61,90.7,0,56.92,,,,,1023.92,,,0.284,,,,,,,,
"2020-12-23 22:00:00",13.79,26.85,90.2,0,57.52,,,,,1023.92,,,0.418,,,,,,,,
"2020-12-23 21:00:00",13.8,26.36,88.6,0,57.66,,,,,1023.92,,,0.418,,,,,,,,
"2020-12-23 20:00:00",13.81,25.39,92,0,73.26,,,,,1024.462,,,0.284,,,,,,,,
"2020-12-23 19:00:00",13.8,25.75,93.2,0,74.59,,,,,1024.869,,,0.418,,,,,,,,
"2020-12-23 18:00:00",13.8,25.88,92.2,0,83.7,,,,,1024.733,,,0.418,,,,,,,,
"2020-12-23 17:00:00",13.79,26.61,93.1,0,89,,,,,1025.005,,,0.418,,,,,,,,
"2020-12-23 16:00:00",13.77,27.71,93,0,69.72,,,,,1025.005,,,0.284,,,,,,,,
"2020-12-23 15:00:00",13.75,28.68,92.7,0,63.99,,,,,1025.14,,,0.418,,,,,,,,
"2020-12-23 14:00:00",13.75,28.56,94.1,0,76.81,,,,,1024.998,,,0.287,,,,,,,,
"2020-12-23 13:00:00",13.75,27.95,93.8,0.01,69.86,,,,,1025.411,,,0.218,,,,,,,,
"2020-12-23 12:00:00",13.76,28.32,94.7,0,88.9,,,,,1026.089,,,0.284,,,,,,,,
"2020-12-23 11:00:00",13.77,26.36,94.1,0.05,82.8,,,,,1026.631,,,0.284,,,,,,,,
"2020-12-23 10:00:00",13.91,22.97,93.4,0.02,64.64,,,,,1026.85,,,0.335,,,,,,,,
"2020-12-23 09:00:00",13.94,19.67,92.7,0,58.98,,,,,1026.578,,,0.335,,,,,,,,
"2020-12-23 08:00:00",13.98,18.1,91.8,0,58.98,,,,,1026.238,,,0.323,,,,,,,,
"2020-12-23 07:00:00",13.98,16.89,91.6,0,58.1,,,,,1025.983,,,0.32,,,,,,,,
"2020-12-23 06:00:00",13.98,16.76,91.7,0.01,58.44,,,,,1025.974,,,0.387,,,,,,,,
"2020-12-23 05:00:00",13.97,16.76,91.7,0,57.83,,,,,1025.847,,,2.188,,,,,,,,
"2020-12-23 04:00:00",13.97,16.03,91.4,0,57.83,,,,,1025.441,,,2.322,,,,,,,,
"2020-12-23 03:00:00",13.97,15.67,91.3,0,57.7,,,,,1025.439,,,2.122,,,,,,,,
"2020-12-23 02:00:00",13.95,15.9,91.3,0,57.88,,,,,1025.119,,,2.197,,,,,,,,
"2020-12-23 01:00:00",13.93,16.75,91.5,0,57.64,,,,,1024.826,,,2.202,,,,,,,,
"2020-12-23 00:00:00",13.93,16.99,91.9,0,58.17,,,,,1024.818,,,2.336,,,,,,,,
"2020-12-22 23:00:00",13.92,17.48,91.9,0,57.64,,,,,1024.68,,,2.137,,,,,,,,
"2020-12-22 22:00:00",13.92,17.36,91.9,0,57.98,,,,,1024.409,,,2.337,,,,,,,,
"2020-12-22 21:00:00",13.91,17.84,92.1,0,58.04,,,,,1023.867,,,2.203,,,,,,,,
"2020-12-22 20:00:00",13.91,17.48,91.9,0,58.04,,,,,1023.053,,,2.203,,,,,,,,
"2020-12-22 19:00:00",13.9,17.48,91.8,0,58.18,,,,,1022.375,,,2.203,,,,,,,,
"2020-12-22 18:00:00",13.88,19.67,92.9,0,58.18,,,,,1022.104,,,2.203,,,,,,,,
"2020-12-22 17:00:00",13.85,20.89,93.3,0,58.12,,,,,1021.557,,,2.205,,,,,,,,
"2020-12-22 16:00:00",13.82,21.62,93.8,0,64.62,,,,,1020.842,,,2.278,,,,,,,,
"2020-12-22 15:00:00",13.8,23.44,93.9,0,63.09,,,,,1020.152,,,2.279,,,,,,,,
"2020-12-22 14:00:00",13.8,23.93,93.8,0,77.12,,,,,1019.321,,,2.15,,,,,,,,
"2020-12-22 13:00:00",13.8,22.34,93.5,0.02,64.31,,,,,1017.964,,,2.15,,,,,,,,
"2020-12-22 12:00:00",13.79,24.05,93.9,0.02,65.39,,,,,1017.821,,,2.085,,,,,,,,
"2020-12-22 11:00:00",13.8,23.8,93.9,0.03,58.12,,,,,1016.874,,,1.884,,,,,,,,
"2020-12-22 10:00:00",13.83,23.57,94.1,0.03,57.94,,,,,1016.103,,,1.609,,,,,,,,
"2020-12-22 09:00:00",13.84,21.38,93.3,0.05,64.27,,,,,1014.902,,,1.404,,,,,,,,
"2020-12-22 08:00:00",13.84,21.99,93.9,0.08,58.61,,,,,1014.077,,,1.008,,,,,,,,
"2020-12-22 07:00:00",13.84,22.23,93.7,0.05,57.81,,,,,1013.676,,,0.408,,,,,,,,
"2020-12-22 06:00:00",13.83,22.23,93.7,0.09,57.41,,,,,1013.253,,,0.409,,,,,,,,
"2020-12-22 05:00:00",13.84,22.23,93.8,0.08,57,,,,,1012.31,,,5.944,,,,,,,,
"2020-12-22 04:00:00",13.84,21.87,93.7,0.06,56.46,,,,,1011.781,,,5.608,,,,,,,,
"2020-12-22 03:00:00",13.84,21.62,93.6,0.05,55.25,,,,,1011.517,,,5.406,,,,,,,,
"2020-12-22 02:00:00",13.84,21.14,93.6,0.02,55.85,,,,,1009.354,,,5.14,,,,,,,,
"2020-12-22 01:00:00",13.82,20.76,93.3,0.02,56.13,,,,,1007.701,,,4.675,,,,,,,,
