"Date/Time (PST)","Battery Voltage  (v) ","Temperature  (deg F) ","Relative Humidity  (%) ","Precipitation  ("") ","Total Snow Depth  ("") ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Minimum  (mph) ","Wind Speed Maximum  (mph) ","Barometric Pressure  (mb) ","Equipment Temperature  (deg F) ","Solar Radiation  (W/m2) ","24 Hour Snow  ("") ","Intermittent/Shot Snow  ("") ","Net Solar  (mJ/m2) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Moisture C  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) ","Soil Temperature C  (deg F) "
"2020-12-31 23:00:00",13.4,24.19,97.7,,,281.7,6.618,3.424,9.36,,,,,,,,,,,,
"2020-12-31 22:00:00",13.4,24.92,98.1,,,281.7,3.927,0.629,7.896,,,,,,,,,,,,
"2020-12-31 21:00:00",13.4,24.31,97.7,,,281.7,0.227,0,2.166,,,,,,,,,,,,
"2020-12-31 20:00:00",13.41,25.41,97.3,,,281.7,0.896,0,6.079,,,,,,,,,,,,
"2020-12-31 19:00:00",13.41,25.41,98,,,281.7,0.169,0,2.446,,,,,,,,,,,,
"2020-12-31 18:00:00",13.41,23.58,97.4,,,281.7,1.545,0,19.29,,,,,,,,,,,,
"2020-12-31 17:00:00",13.42,25.29,98.3,,,281.7,5.548,1.817,9.78,,,,,,,,,,,,
"2020-12-31 16:00:00",13.42,23.15,97.2,,,281.7,8.43,5.73,11.88,,,,,,,,,,,,
"2020-12-31 15:00:00",13.42,23.95,97.9,,,281.7,9.32,6.29,13.14,,,,,,,,,,,,
"2020-12-31 14:00:00",13.43,24.2,98.1,,,281.7,12.36,8.95,16.21,,,,,,,,,,,,
"2020-12-31 13:00:00",13.44,24.38,98.4,,,281.7,14.04,10.9,17.89,,,,,,,,,,,,
"2020-12-31 12:00:00",13.44,24.26,98.3,,,281.7,13.43,10.2,17.19,,,,,,,,,,,,
"2020-12-31 11:00:00",13.46,25.67,99.3,,,281.7,15.98,10.27,24.11,,,,,,,,,,,,
"2020-12-31 10:00:00",13.48,23.83,98,,,281.7,17.16,10.27,23.55,,,,,,,,,,,,
"2020-12-31 09:00:00",13.48,24.2,98.2,,,281.7,19.23,12.72,25.86,,,,,,,,,,,,
"2020-12-31 08:00:00",13.48,23.4,97.7,,,281.7,19.81,13.91,25.65,,,,,,,,,,,,
"2020-12-31 07:00:00",13.47,23.34,97.5,,,281.7,19.61,14.26,26.84,,,,,,,,,,,,
